backup_component,relative_path,source_size,destination_size,source_sha256,destination_sha256,source_path,destination_path,path_present_in_destination,size_match,sha256_match,status
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_1/stdout.log,390,390,f581c8edbab23e4cc0a076239104e2c4b00267d2e4dbc9483d147188cd1550fe,f581c8edbab23e4cc0a076239104e2c4b00267d2e4dbc9483d147188cd1550fe,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_1/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_1/step_telemetry.csv,136262,136262,349dee4b77221fdd9c2db994448194f8efbaba4b7c187bc381d30d0cec3f9470,349dee4b77221fdd9c2db994448194f8efbaba4b7c187bc381d30d0cec3f9470,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/episode_summary.json,1046,1046,60e77a08f3241d69cf08f614a417e49ed7810acfd336a7371dba508bf0dca399,60e77a08f3241d69cf08f614a417e49ed7810acfd336a7371dba508bf0dca399,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/stderr.log,10737,10737,9ef0aaadfa6d3298000913ce24a04211357980870530dc2b2b134daded746c2e,9ef0aaadfa6d3298000913ce24a04211357980870530dc2b2b134daded746c2e,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/stdout.log,392,392,82a2ebb45214ea8b4da2b1419d58aade48bdf24017ac2a954752653de41a0a64,82a2ebb45214ea8b4da2b1419d58aade48bdf24017ac2a954752653de41a0a64,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/step_telemetry.csv,161392,161392,591054ca09fdecf522faa167195374b8440b14232dc585b7dd2160696c41b645,591054ca09fdecf522faa167195374b8440b14232dc585b7dd2160696c41b645,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_1/pert_seed_2/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/episode_summary.json,933,933,83787bc7ef460e31f33f30f3484fe3e06ebffd0bbf49461101ad3cc87be2cb49,83787bc7ef460e31f33f30f3484fe3e06ebffd0bbf49461101ad3cc87be2cb49,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/stderr.log,10737,10737,216eb6937d94972ecffd411d8f53bb44763c5888a271849ad8c50514cc7a2dc6,216eb6937d94972ecffd411d8f53bb44763c5888a271849ad8c50514cc7a2dc6,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/stdout.log,390,390,d420b1b88d21b7eb15977abbc1fc7acdb0d91dc8efed5e0c3f73de0fae17f4df,d420b1b88d21b7eb15977abbc1fc7acdb0d91dc8efed5e0c3f73de0fae17f4df,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/step_telemetry.csv,136667,136667,2261c3a3345f503713b4e4d59a29853ea9b7f3c36b573429b06393fc6e3cee59,2261c3a3345f503713b4e4d59a29853ea9b7f3c36b573429b06393fc6e3cee59,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_0/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/episode_summary.json,933,933,83787bc7ef460e31f33f30f3484fe3e06ebffd0bbf49461101ad3cc87be2cb49,83787bc7ef460e31f33f30f3484fe3e06ebffd0bbf49461101ad3cc87be2cb49,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/stderr.log,10737,10737,3ddb816c3a16c6b58bf4fb52eb28c40d8917e36d4317dfe5ef0c41f607899abf,3ddb816c3a16c6b58bf4fb52eb28c40d8917e36d4317dfe5ef0c41f607899abf,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/stdout.log,390,390,d420b1b88d21b7eb15977abbc1fc7acdb0d91dc8efed5e0c3f73de0fae17f4df,d420b1b88d21b7eb15977abbc1fc7acdb0d91dc8efed5e0c3f73de0fae17f4df,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/step_telemetry.csv,136660,136660,ae3da5d03226c67ad14f000df177fd28e8bc56c86a3a68a97384f101c5eec995,ae3da5d03226c67ad14f000df177fd28e8bc56c86a3a68a97384f101c5eec995,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/episode_summary.json,1012,1012,32bcbf5f56930fc329f3b7c3305f83bab73a0c57bf86481c634c276befc29360,32bcbf5f56930fc329f3b7c3305f83bab73a0c57bf86481c634c276befc29360,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/stderr.log,10737,10737,fb73019fe2b703760cf1ffa55b2268af75618018ffff00dbbda58d7e2f774142,fb73019fe2b703760cf1ffa55b2268af75618018ffff00dbbda58d7e2f774142,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/stdout.log,390,390,a0f07cf1eb397814cd497d67374404a79b91a63264b01513a62d917186d8f4cf,a0f07cf1eb397814cd497d67374404a79b91a63264b01513a62d917186d8f4cf,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/step_telemetry.csv,121018,121018,626dbc51a775ebf84d2d30d8ccc6620efc9a8046d72aad91495b3d267bcaa4dc,626dbc51a775ebf84d2d30d8ccc6620efc9a8046d72aad91495b3d267bcaa4dc,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_2/pert_seed_2/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/episode_summary.json,933,933,c46906dffbda03ea5379fedf9e17482f5445e344f0b32eb9ec54c5d3d3b6bfb9,c46906dffbda03ea5379fedf9e17482f5445e344f0b32eb9ec54c5d3d3b6bfb9,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/stderr.log,10737,10737,468d53beb3e2f824f3d78711f8a8dd7d6b27c5fa5c6fe36922bf15a9c7176493,468d53beb3e2f824f3d78711f8a8dd7d6b27c5fa5c6fe36922bf15a9c7176493,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/stdout.log,390,390,f581c8edbab23e4cc0a076239104e2c4b00267d2e4dbc9483d147188cd1550fe,f581c8edbab23e4cc0a076239104e2c4b00267d2e4dbc9483d147188cd1550fe,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/step_telemetry.csv,136270,136270,ffa8020f862d8552c3b2be79ae0359c4c89a70d1ef94d10edd25bae0d6d42212,ffa8020f862d8552c3b2be79ae0359c4c89a70d1ef94d10edd25bae0d6d42212,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_0/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/episode_summary.json,933,933,c46906dffbda03ea5379fedf9e17482f5445e344f0b32eb9ec54c5d3d3b6bfb9,c46906dffbda03ea5379fedf9e17482f5445e344f0b32eb9ec54c5d3d3b6bfb9,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/stderr.log,10737,10737,14a4f523b22aaa115f229ceac28521aaa553c1b2e748ad3a495eeaee1b8b26d2,14a4f523b22aaa115f229ceac28521aaa553c1b2e748ad3a495eeaee1b8b26d2,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/stdout.log,390,390,f581c8edbab23e4cc0a076239104e2c4b00267d2e4dbc9483d147188cd1550fe,f581c8edbab23e4cc0a076239104e2c4b00267d2e4dbc9483d147188cd1550fe,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/step_telemetry.csv,136273,136273,92d3aa0c338f2ca61dbbd403dc5a9a777b304cd5b95f2f091314e485537ca0a2,92d3aa0c338f2ca61dbbd403dc5a9a777b304cd5b95f2f091314e485537ca0a2,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/episode_summary.json,1045,1045,136bcd50794461a56f6ff25ec017f803cbe5337e3541524415d495b5479a963a,136bcd50794461a56f6ff25ec017f803cbe5337e3541524415d495b5479a963a,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/stderr.log,10737,10737,c7d4bea0f949dcdef47f5cf78b3f56f850f842acf671d51afefe798b7e065e63,c7d4bea0f949dcdef47f5cf78b3f56f850f842acf671d51afefe798b7e065e63,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/stdout.log,391,391,a5f5814aac35b1b671e561b0293fe7b0ea9dad8a44a82a4c2140859df1fe409c,a5f5814aac35b1b671e561b0293fe7b0ea9dad8a44a82a4c2140859df1fe409c,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/step_telemetry.csv,136384,136384,fb6bee8e70bffb555eb71ca81f4717136f525eea04bc92a9c16db1e51a7f79a0,fb6bee8e70bffb555eb71ca81f4717136f525eea04bc92a9c16db1e51a7f79a0,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_0/det_seed_3/pert_seed_2/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/episode_summary.json,933,933,c089fe9f3d86a1899c2e9446f65438fefbf35904e5252e4d2f68ef102783e102,c089fe9f3d86a1899c2e9446f65438fefbf35904e5252e4d2f68ef102783e102,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/stderr.log,10737,10737,580a4db344f503e577f9562bdbd5a85dc846749bc328e442eae24e846116f362,580a4db344f503e577f9562bdbd5a85dc846749bc328e442eae24e846116f362,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/stdout.log,390,390,8747d0d6a3abd0eb7bbf3e9d5b49343ac5ee4fd7bff703ba8b799b9d97c12651,8747d0d6a3abd0eb7bbf3e9d5b49343ac5ee4fd7bff703ba8b799b9d97c12651,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/step_telemetry.csv,155680,155680,4fed5e7c3c258abc950c02fad4721340f501bd3c56116f588040ed9291d78d77,4fed5e7c3c258abc950c02fad4721340f501bd3c56116f588040ed9291d78d77,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_0/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/episode_summary.json,1044,1044,8461585b34e29d329e246025630729ec5213db8a591623edc1d43d01f379150c,8461585b34e29d329e246025630729ec5213db8a591623edc1d43d01f379150c,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/stderr.log,10737,10737,af15f5b718522f39cd6530e73037e8561641b715e4bce9cb5de33eeb1b922c2d,af15f5b718522f39cd6530e73037e8561641b715e4bce9cb5de33eeb1b922c2d,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/stderr.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/stdout.log,392,392,ba65084af15c4ae05c3094ee3c609f23e8833ab870f7d422d1aaf0a8ea670dbc,ba65084af15c4ae05c3094ee3c609f23e8833ab870f7d422d1aaf0a8ea670dbc,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/stdout.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/stdout.log,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/step_telemetry.csv,377033,377033,cae9d79cdb53adde00c58be17c1ba61e31faa2f9438fcc5ae78eb4de99a53fa6,cae9d79cdb53adde00c58be17c1ba61e31faa2f9438fcc5ae78eb4de99a53fa6,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/step_telemetry.csv,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_1/step_telemetry.csv,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_2/episode_summary.json,1047,1047,095ffb62503856808e8e71285113c22004d0d09f97be06f2069731187e1edb50,095ffb62503856808e8e71285113c22004d0d09f97be06f2069731187e1edb50,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_2/episode_summary.json,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_2/episode_summary.json,True,True,True,PASS
object,RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_2/stderr.log,10737,10737,cec2eee03e32eee82daa421943fb214f1b554003b9e35c393ee246efa3eff303,cec2eee03e32eee82daa421943fb214f1b554003b9e35c393ee246efa3eff303,/mnt/sdc/dty_user/openvla_attack/evidence/sc5_object_privileged_loto_v1/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_2/stderr.log,/data/liuyu/openvla_gripper_freeze/20260702_codex_verified_v3/object/vis_heldout_formal_v1/RANDOM_TIME/formal_v1/fold_04/state_1/det_seed_1/pert_seed_2/stderr.log,True,True,True,PASS
