field_name,source_file,source_sha256,line_start,line_end,initial_value,update_condition,serialized_value,semantic_status,notes
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,1,4,UNKNOWN,1: GPU 7: 17 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,1,5,UNKNOWN,1: GPU 7: 17 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,4,8,UNKNOWN,4: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d1_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,13,17,UNKNOWN,13: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p0_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,14,18,UNKNOWN,14: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p0_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p1_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,15,19,UNKNOWN,"15: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p0_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p1_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p2_CLEAN already has episode_summary.json\n19: GPU 7 DONE: 17 jobs in 0s, 0 FAILED",episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu7_retry.log,b5b09e3d4269ce781767c2ab1236908028c8051bc2513b381b7b8e838d5f4255,16,19,UNKNOWN,"16: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p0_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p1_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p2_CLEAN already has episode_summary.json\n19: GPU 7 DONE: 17 jobs in 0s, 0 FAILED",episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,1,4,UNKNOWN,1: GPU 2: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p1_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d2_p2_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,1,5,UNKNOWN,1: GPU 2: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p1_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d2_p2_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d3_p1_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d2_p2_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p2_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d2_p2_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p2_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,4,8,UNKNOWN,4: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p2_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p2_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p2_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p2_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p0_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p2_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d3_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d1_p0_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d3_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s1_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,13,17,UNKNOWN,13: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d3_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p2_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,14,18,UNKNOWN,14: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d3_p0_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p2_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p0_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,15,19,UNKNOWN,15: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p1_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p2_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p0_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p1_CLEAN already has episode_summary.json\n19: [FAIL] RANDOM_TIME::vis_formal_f08_s2_d2_p2_CLEAN has partial output — refusing to overwrite,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p0_CLEAN already has episode_summary.json
