task,state_id,tier,tier_reason,completeness,copy_rank,n_copies,tie_breaker,n_rows,step_ok,step_note,n_d4_basic_fields,n_d4_privileged_fields,has_detector_candidates,has_provenance,has_artifact_hashes,has_teacher_sidecar,prov_commit,prov_gpu,step_trace_sha256_fast,candidates_sha256_fast,episode_dir
bbq_sauce,36,student_train_usable,has_candidates_no_privileged,46,5,6,completeness_rank_5,165,True,165_steps_ok,15,0,1,1,1,1,e70507f282239597,"2,6",b21cbb80461bb7d164b9eb44a2187095106be93b6635c01f3dd36484a852f500,5376e36c7a9bee3e89e6b2ef51a86d426fee7ab179c917dd6032253f858f7cf2,/data/liuyu/outputs/d4_3a_canary_e70507f_cleanroot_r1/bbq_sauce_s36_shadow_attempt1
bbq_sauce,36,student_train_usable,has_candidates_no_privileged,46,6,6,completeness_rank_6,165,True,165_steps_ok,15,0,1,1,1,1,e70507f282239597,"2,6",b21cbb80461bb7d164b9eb44a2187095106be93b6635c01f3dd36484a852f500,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3a_canary_e70507f_cleanroot_r1/bbq_sauce_s36_reference_attempt1
bbq_sauce,40,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,126,True,126_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",5baf21330916d74d1b5a1ae297572d1e04ddc714e3d46a754cb79e72c93bd559,3f5ef182383bad927402741e5f0314c29916b83c2ea8b13e95f9d69537ac7297,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/bbq_sauce_s40_shadow_attempt1
bbq_sauce,47,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"3,1",07603683fc80573cc3691474beeab06bc2fc8feb5848c4a178fda668715a686a,6fcfea6aafd7fcb2257cc9aff92cbee1e811bf13cc4a0f2f180ec3a119698a79,/data/liuyu/outputs/d44d_balanced120_gpu13_r1/bbq_sauce_s47_shadow_attempt1
bbq_sauce,48,streaming_replay_usable,full_d4_schema_with_candidates,66,1,3,highest_completeness,167,True,167_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",b8d971c901ba1924ff2b961e41c71be9b58aeba61b88b52c8541ed0c74e1827e,db1344d6d64edcf454c7d43cd98d091051d54ef7ad3e6faadd95b0ea85924cbd,/data/liuyu/outputs/d4_34_privileged_replay/bbq_sauce_s48_shadow_attempt1
bbq_sauce,48,student_train_usable,has_candidates_no_privileged,46,2,3,completeness_rank_2,167,True,167_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",f787e6febf7a5d8a9aca6fa1ee18f28ef474a58f3d489b14bcc2889dee6b40b1,db1344d6d64edcf454c7d43cd98d091051d54ef7ad3e6faadd95b0ea85924cbd,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/bbq_sauce_s48_shadow_attempt1
bbq_sauce,48,student_train_usable,has_candidates_no_privileged,46,3,3,completeness_rank_3,167,True,167_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",f787e6febf7a5d8a9aca6fa1ee18f28ef474a58f3d489b14bcc2889dee6b40b1,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/bbq_sauce_s48_reference_attempt1
butter,2,streaming_replay_usable,full_d4_schema_with_candidates,66,1,3,highest_completeness,158,True,158_steps_ok,15,20,1,1,1,1,52bdc33507a584e1,"2,6",c826d3d592d98e41e34dbc9c3dfc0e5c57906c5415ea71bf35a054fc25ecd210,ed117c1c5e5bea793b70898c0807aa7609d85e0671b729d30d324c4eb638899c,/data/liuyu/outputs/l12_sidecar_smoke/butter_s2_shadow_attempt1
butter,2,streaming_replay_usable,full_d4_schema_with_candidates,66,2,3,completeness_rank_2,158,True,158_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",c826d3d592d98e41e34dbc9c3dfc0e5c57906c5415ea71bf35a054fc25ecd210,ed117c1c5e5bea793b70898c0807aa7609d85e0671b729d30d324c4eb638899c,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/butter_s2_shadow_attempt1
butter,2,student_train_usable,has_candidates_no_privileged,46,3,3,completeness_rank_3,158,True,158_steps_ok,15,0,1,1,1,1,52bdc33507a584e1,"2,6",8dcb7b2dfbfe262db63c1116527fc8c14f58fae868fe4bd7824cef8af5547712,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/l12_sidecar_smoke/butter_s2_reference_attempt1
butter,9,streaming_replay_usable,full_d4_schema_with_candidates,66,1,3,highest_completeness,157,True,157_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",e93cebe6995b6480d9eed36ad894a15b60f8455b8104238a39ef086d7e407280,36910c1dcf19119ac65e2ca46b7406e8cbef7f74eff1110c635aaa4d443d786f,/data/liuyu/outputs/d4_34_privileged_replay/butter_s9_shadow_attempt1
butter,9,student_train_usable,has_candidates_no_privileged,46,2,3,completeness_rank_2,157,True,157_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",4395e70ababaec5faf08d5ef88b9ccf5eefe8195f7fa505fbd6eba5edfdf78b7,36910c1dcf19119ac65e2ca46b7406e8cbef7f74eff1110c635aaa4d443d786f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/butter_s9_shadow_attempt1
butter,9,student_train_usable,has_candidates_no_privileged,46,3,3,completeness_rank_3,157,True,157_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",4395e70ababaec5faf08d5ef88b9ccf5eefe8195f7fa505fbd6eba5edfdf78b7,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/butter_s9_reference_attempt1
butter,10,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,164,True,164_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",e48119bc1ba3a36a2544f15ab3ff576710adf771919bf7e5ee44ede3acdce6ed,d150437b7a5c7fc405c335a63fc6acafd0ab4878dd69f5c8f0f24aba6669dc9e,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/butter_s10_shadow_attempt1
butter,11,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,161,True,161_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",a85ac69c1494d645ad6bdda7ec501a0fef03c12d38d70240c97fa749d355fc84,847e56356368993a8a226a5a232bcff86466f23bdf45d32ad9a32a6622826ddf,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s11_shadow_attempt1
butter,12,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",8e29a270246198c5229ea3ee7d88591e6bc939a769809f97ac8e2350011576bb,5a4f8426e71891fe289b9670af3dd244658961d9f6d5cd32b003608e547eef93,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s12_shadow_attempt1
butter,15,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,152,True,152_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",7c3a27f6d6e78b9cd15e7ba3c194885d9b577968a1a9908ce3d9935ca8956227,deaf9edd0e16f23e2403424b6c093c19c8f81812b139216a4c12abf972ca9d94,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s15_shadow_attempt1
butter,16,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",4a2bab9f76d96c50eaf2537c2e2c519698acf3238167c614e3689d10fd839822,f57c6d973d8a2e814597d4492c91de2820ccbde40e78579467fe612bd5f271d5,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s16_shadow_attempt1
butter,22,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,197,True,197_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",7aee21d00bdb45428aafd36355b55c0239427d2f645a823d913d0a1db1e201e1,22f0358943cd6a9206c67b0f0b74890c8c31220b128ea5c2a86e177bf3ff105f,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s22_shadow_attempt1
butter,24,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",f9a03d11df406f5d9963cba4f637e4420c9e4f070ad1d3e286bb9471c965e9e9,cb677cd8ee9ce6fe7d1c734253487b3ddf45ff64f3e67fa6498bded9f8f58654,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s24_shadow_attempt1
butter,26,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,151,True,151_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",7c3b3e62249bac478e56bd02f8da05d74bab915b8ca8abc659005b6f2a9e01cc,5d0ccd9cb6d3ed427c9f07ee00d4053ec3ccc87eed92aa47692ba2fc6343a219,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s26_shadow_attempt1
butter,28,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,166,True,166_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",430f6a77e3b6843882a0419f4e9498350057b8ac6ef942213862eb0e458d6375,b1f7542a30264594a36bf8c5f6782d33a737b17a0a9c4279afb54892ec0e4ba1,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/butter_s28_shadow_attempt1
butter,31,streaming_replay_usable,full_d4_schema_with_candidates,66,1,4,highest_completeness,143,True,143_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",152250c8cae431884cfb00fef42be9edffefde641d49569b8f73313dad233b26,6647541652a224f8e4002c3480bd6950a9bd604abc3246e71bf5767ed76ea9a5,/data/liuyu/outputs/d4_34_privileged_replay/butter_s31_shadow_attempt1
butter,31,student_train_usable,has_candidates_no_privileged,46,2,4,completeness_rank_2,148,True,148_steps_ok,15,0,1,1,1,1,f2051d9fc8f1939b,"0,1",09f9b3661faac30e73386612d89936499348db0f7e4011201345ff182fa712c7,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/butter_s31_reference_attempt1
butter,31,student_train_usable,has_candidates_no_privileged,46,3,4,completeness_rank_3,157,True,157_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",2cc82e781718c3841bb3a9501cf08c1cfca824dccecbb871fb4542252bd5dad2,2144db7a7d06ee29ae3752fba82b6680edfa893935e5744edeaf1d3c44547aee,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/butter_s31_shadow_attempt1
butter,31,student_train_usable,has_candidates_no_privileged,46,4,4,completeness_rank_4,157,True,157_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",2cc82e781718c3841bb3a9501cf08c1cfca824dccecbb871fb4542252bd5dad2,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/butter_s31_reference_attempt1
butter,32,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",e4557c38a3c5ca9fadc83675e7fc14aabfd48398a12326cfdaa3cfa3af774e84,94fea4ba03b8f0241763539749b074b295d03b49d55fa1c1b14d5aef213702a1,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/butter_s32_shadow_attempt1
butter,45,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,143,True,143_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",99efa08080c935d87ae84b351365288506e8d92be2082f6667bfbcf528e8b8f2,346acbbfcb45f0c8a1a8eefb667c90b4b55b154956fa4ba5cc9634e2bb7bef5a,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/butter_s45_shadow_attempt1
butter,49,streaming_replay_usable,full_d4_schema_with_candidates,66,1,5,highest_completeness,150,True,150_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",1d635c3528d026b44ffe0f8a0c0c326f6a5f398b52a73faad19e6f1ba782342d,5f972da10d48c67446582ef28f3b93830fed2207434d6f07a2431ef5bfbaa423,/data/liuyu/outputs/d4_34_privileged_replay/butter_s49_shadow_attempt1
butter,49,student_train_usable,has_candidates_no_privileged,46,2,5,completeness_rank_2,150,True,150_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",607eac49a55c52826df46d698eee8d375b35175c712f417e40c468093f100427,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_crossover_gpu26_v2/butter_s49_reference_attempt1
butter,49,student_train_usable,has_candidates_no_privileged,46,3,5,completeness_rank_3,150,True,150_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",607eac49a55c52826df46d698eee8d375b35175c712f417e40c468093f100427,5f972da10d48c67446582ef28f3b93830fed2207434d6f07a2431ef5bfbaa423,/data/liuyu/outputs/d4_crossover_gpu26_v2/butter_s49_shadow_attempt1
butter,49,student_train_usable,has_candidates_no_privileged,46,4,5,completeness_rank_4,147,True,147_steps_ok,15,0,1,1,1,1,989449346f873e50,"4,5",c78554ff40a39c43be5fd0ce49460636d05241d94e2e74aedf3bfbb275a5358b,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/butter_s49_reference_attempt1
butter,49,student_train_usable,has_candidates_no_privileged,46,5,5,completeness_rank_5,138,True,138_steps_ok,15,0,1,1,1,1,989449346f873e50,"4,5",a13a9a9597ca06ffbb11e4ffb07d92992f9b44d13a0d6aeb8397e3514d433289,367cfcab2832c3e0ec3222e5b6e37b5c6ff2d7eee6bf02b66887a0a0b88a597f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/butter_s49_shadow_attempt1
chocolate_pudding,0,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",58c1f6bb50f40b41b54ea5f092d32052ebe30e70778f9804ce82ea9ea6b0f18f,a86d012ea067df31d548679ace2d16b855b02e05579c6d51ec075c078601efca,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/chocolate_pudding_s0_shadow_attempt1
chocolate_pudding,2,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,155,True,155_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",bb11668bf85bb30c64fe52a57fdfe99628d0da348cc18903c7f1084e70d8677e,843ae3699bc99557680c97f267041075090040d31e26cab35f880f5d8df8cb32,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/chocolate_pudding_s2_shadow_attempt1
chocolate_pudding,3,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,160,True,160_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",03e5422d4ecacec83b2a8629e93daa3ce6c7cad319eb5cdc404c26907002bc2f,fb9f7ce4fdf3329e31ee1bbfec085251fe365c99373db8c189928156fa8bc331,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/chocolate_pudding_s3_shadow_attempt1
chocolate_pudding,7,streaming_replay_usable,full_d4_schema_with_candidates,66,1,5,highest_completeness,235,True,235_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",d8c163626339e17e75a44d75c511041c075e37171f06c2b595cfdfaa7ea3dbe6,d5920fb28ff66813e581eb5e8662deca269dbf3432af2b65a07015852344863d,/data/liuyu/outputs/d4_34_privileged_replay/chocolate_pudding_s7_shadow_attempt1
chocolate_pudding,7,student_train_usable,has_candidates_no_privileged,46,2,5,completeness_rank_2,280,True,280_steps_ok,15,0,1,1,1,1,f2051d9fc8f1939b,"0,1",5ec5ebe9aaf98ee4929019f62bf0e5656d19adeaa73a7f746e5a03881723b406,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/chocolate_pudding_s7_reference_attempt1
chocolate_pudding,7,student_train_usable,has_candidates_no_privileged,46,3,5,completeness_rank_3,259,True,259_steps_ok,15,0,1,1,1,1,f2051d9fc8f1939b,"0,1",a49cf06e1679a79e84c35e42efc9fa14315e5b6cafe67aa665b73860590f5873,bc0615077b513ad0036bf70e1f5898ba173b0a54c141f57bbaa135dcbc8f2b8d,/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/chocolate_pudding_s7_shadow_attempt1
chocolate_pudding,7,student_train_usable,has_candidates_no_privileged,46,4,5,completeness_rank_4,235,True,235_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",04f5cea4e12ea83d9ca49a85f7355efd3d39a29b163976928adaaaee64e5f57f,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/chocolate_pudding_s7_reference_attempt1
chocolate_pudding,7,student_train_usable,has_candidates_no_privileged,46,5,5,completeness_rank_5,235,True,235_steps_ok,15,0,1,1,1,1,989449346f873e50,"1,3",04f5cea4e12ea83d9ca49a85f7355efd3d39a29b163976928adaaaee64e5f57f,d5920fb28ff66813e581eb5e8662deca269dbf3432af2b65a07015852344863d,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/chocolate_pudding_s7_shadow_attempt1
chocolate_pudding,8,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",61332d5476ace4d6b09aaa9a404bbed27ae29ea68420545731505f6482804232,32be817c6b4d6412325e0b8d130c0f2c964d35fa2b01d1ef01f5aaed08b33331,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/chocolate_pudding_s8_shadow_attempt1
chocolate_pudding,10,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,159,True,159_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",8a6952b5bf89d75618c3a55e672aa59762eabfc1e5057ab4779d5f42a15660bd,995bb2f7cf97b3b2bcdf42cd9510826f5d5abcf6522bd4eda8768ce59cad0eda,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/chocolate_pudding_s10_shadow_attempt1
chocolate_pudding,11,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",28d25ff2e82c5ad04a4409aef5257904157ac478c1719d44b5c1e507951988c6,00b0b056839955a82ea5574aeec2f01415f6c43a8e8b0b7230071693ef57365d,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/chocolate_pudding_s11_shadow_attempt1
chocolate_pudding,15,streaming_replay_usable,full_d4_schema_with_candidates,66,1,5,highest_completeness,138,True,138_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",711898ff87ee39f44108dfd25cfaaa18c2ea70ca25f0aeb06283d3b733f5dd74,6dfd84659770455432750f9e023ee0483205bf0cf3c7d326dc5ef229464cf259,/data/liuyu/outputs/d4_34_privileged_replay/chocolate_pudding_s15_shadow_attempt1
chocolate_pudding,15,student_train_usable,has_candidates_no_privileged,46,2,5,completeness_rank_2,138,True,138_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",d7872c361d48e36fc83aaa8d0a5cc2735b64741eb56b928a1c7f29580d63b25f,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_crossover_gpu26_v2/chocolate_pudding_s15_reference_attempt1
chocolate_pudding,15,student_train_usable,has_candidates_no_privileged,46,3,5,completeness_rank_3,138,True,138_steps_ok,15,0,1,1,1,1,59cdd0166bd4f00c,"2,6",d7872c361d48e36fc83aaa8d0a5cc2735b64741eb56b928a1c7f29580d63b25f,6dfd84659770455432750f9e023ee0483205bf0cf3c7d326dc5ef229464cf259,/data/liuyu/outputs/d4_crossover_gpu26_v2/chocolate_pudding_s15_shadow_attempt1
chocolate_pudding,15,student_train_usable,has_candidates_no_privileged,46,4,5,completeness_rank_4,172,True,172_steps_ok,15,0,1,1,1,1,989449346f873e50,"4,5",0f881eb614e7f51866f775340d72269b0ba99f3533bfb5f2892fb947ef227038,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/chocolate_pudding_s15_reference_attempt1
chocolate_pudding,15,student_train_usable,has_candidates_no_privileged,46,5,5,completeness_rank_5,211,True,211_steps_ok,15,0,1,1,1,1,989449346f873e50,"4,5",4a39c7a5e3d76b83f0114c02e8166ff12f860d5b067b20f47076765db31db01f,db94ca44b9f33ba7f8531acd475f6a2c03194587b43b3a5fb5f2f60a47e125be,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/chocolate_pudding_s15_shadow_attempt1
chocolate_pudding,22,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,225,True,225_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",33c8ac6f51e51f3f6b30fb9c9b554fe771934cbac7664e79b05e79454527b16f,99cde92a1b2ad617e06e18b3408f8304cc669b80514b868cf4ffc39bc27ca671,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/chocolate_pudding_s22_shadow_attempt1
chocolate_pudding,23,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,145,True,145_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",334fd1b91efb562e815f56caaa959eac8ef4e676d88e962d3a08644794b61905,24592db34763dbc61e77dcc94ffa788c5a8dd735969b10a8fa4214b0599bd399,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/chocolate_pudding_s23_shadow_attempt1
chocolate_pudding,27,streaming_replay_usable,full_d4_schema_with_candidates,66,1,3,highest_completeness,274,True,274_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",0bbde97403a820f6044687ca7d0dca864ffd8afcd519b8fecc027fee9b4fb4b5,3ca1fcf3a115d8cbb57ad005b43e4d6409ab475fa69074f9722a2cb0712b15de,/data/liuyu/outputs/d4_34_privileged_replay/chocolate_pudding_s27_shadow_attempt1
chocolate_pudding,27,student_train_usable,has_candidates_no_privileged,46,2,3,completeness_rank_2,274,True,274_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",d7837e81e0b9d60b6e7dbcfba9e9c45d69c048ca7904502de2db0b5efb98cc6e,e2d86704fd81e51b40954d73d3f9e223a82b088377cac15d3de07c08d0c00a4f,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/chocolate_pudding_s27_reference_attempt1
chocolate_pudding,27,student_train_usable,has_candidates_no_privileged,46,3,3,completeness_rank_3,274,True,274_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",d7837e81e0b9d60b6e7dbcfba9e9c45d69c048ca7904502de2db0b5efb98cc6e,3ca1fcf3a115d8cbb57ad005b43e4d6409ab475fa69074f9722a2cb0712b15de,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/chocolate_pudding_s27_shadow_attempt1
chocolate_pudding,36,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"5,1",04992b4f00e6a90d2e39646de2162132ffc5aff6cb9f3b51a9d78bcd6e4a0d7e,5c5510b77f239ed1396bd6dd6701559c841a5c8430dd7b9be6a56bbcc4265314,/data/liuyu/outputs/d44d_balanced120_gpu50_r1/chocolate_pudding_s36_shadow_attempt1
chocolate_pudding,37,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,280,True,280_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",294cb0d7366a255a325031788c2b586bd1ea90a3bb5f5897db151250fe2846b4,eb7d74b23977e7ed61fcd2d4906a4ceefbe17f0891fb1c2a089fabefe9185dc8,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/chocolate_pudding_s37_shadow_attempt1
chocolate_pudding,40,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,159,True,159_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",8ecc7eda19c9d0f4e4dc70936f8c7701708450963d83fc6c5485cef02eb770c0,fc1ceaa343a3ad5750e1e9b1882dacf7eaa3b5078378b0a5af054bb2931da378,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/chocolate_pudding_s40_shadow_attempt1
chocolate_pudding,47,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,222,True,222_steps_ok,15,20,1,1,1,1,b236cc0f786f4eca,"2,6",58d547a6c8eabcea5506189a04801eb9e78c4c97684b60c9b0c874f99884ae71,f00936cb202797941bf6d38732e72e90f18fcf7b6e1d0dabde21113656843f04,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/chocolate_pudding_s47_shadow_attempt1
cream_cheese,1,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,153,True,153_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",c69f1b0f6ade35f9a52b24fd445ce12464bafb123f1bfdb1dc6cb69f2fb178e0,0c7a16e2c87696db0e5b57e8029732ac5988600950d310693c63270e029216b4,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/cream_cheese_s1_shadow_attempt1
cream_cheese,2,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,135,True,135_steps_ok,15,20,1,1,1,1,44bf7b86bafdda79,"2,6",7156c3492facfa4d0807f7c0de07652a994124f0dd0501b62f2ff003d4d8988f,aed2b59b46575015a5d329a833713805ab6b10488d6f602ae4090898ad2e8bf9,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/cream_cheese_s2_shadow_attempt1
cream_cheese,4,streaming_replay_usable,full_d4_schema_with_candidates,66,1,1,highest_completeness,177,True,177_steps_ok,15,20,1,1,1,1,ace5aedc846a3f56,"2,6",b089eddedc454d270d5a5cf80dfd089ac431e36d19af17a721c5cb05342cefd4,d3becb7c33c9a24393defe5568569f85bae2a50f39e4607a73ab1b3d3d32efc8,/data/liuyu/outputs/d44d_balanced120_gpu26_r1/cream_cheese_s4_shadow_attempt1
cream_cheese,12,streaming_replay_usable,full_d4_schema_with_candidates,66,1,3,highest_completeness,172,True,172_steps_ok,15,20,1,1,1,1,c9c7a3a7c81d1233,"2,6",77839250b1f9fd81635f5a554a93f211bfc0ac55dc24ba6f9f96eee346ef57e1,89b0428c3c4e220cbe68e35e6dd30ee94e454e9045994ce857eedaaf010d2603,/data/liuyu/outputs/d4_34_privileged_replay/cream_cheese_s12_shadow_attempt1
cream_cheese,12,student_train_usable,has_candidates_no_privileged,46,2,3,completeness_rank_2,172,True,172_steps_ok,15,0,1,1,1,1,989449346f873e50,"2,6",f21f3d85ca00f774367a623ba9b2cdfec40b697749ee8d12d9c3e6c9e52e7b0f,89b0428c3c4e220cbe68e35e6dd30ee94e454e9045994ce857eedaaf010d2603,/data/liuyu/outputs/d4_3b_panel_9894493_parallel_r1/cream_cheese_s12_shadow_attempt1
