trace_id,task_key,state_id,seed,provenance_pass,field_validity_pass,open_convention_pass,remap_pass,grasp_privilege_valid,teacher_p_available,teacher_p_step,teacher_r_step,n_close_candidates,category,failure_detail
trace_chocolate_pudding_s31_w0_10_s20d_clean_seed0_job330142,chocolate_pudding,31,0,True,True,True,True,True,False,-1,52,9,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_chocolate_pudding_s32_w0_10_s20d_clean_seed0_job330143,chocolate_pudding,32,0,True,True,True,True,True,True,55,7,6,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s33_w0_10_s20d_clean_seed0_job330144,chocolate_pudding,33,0,True,True,True,True,True,True,57,57,2,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s34_w0_10_s20d_clean_seed0_job330145,chocolate_pudding,34,0,True,True,True,True,True,True,48,48,4,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s35_w0_10_s20d_clean_seed0_job330146,chocolate_pudding,35,0,True,True,True,True,True,False,-1,9,13,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_chocolate_pudding_s36_w0_10_s20d_clean_seed0_job330147,chocolate_pudding,36,0,True,True,True,True,True,True,94,53,8,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s37_w0_10_s20d_clean_seed0_job330148,chocolate_pudding,37,0,True,True,True,True,True,False,-1,1,24,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_chocolate_pudding_s38_w0_10_s20d_clean_seed0_job330149,chocolate_pudding,38,0,True,True,True,True,True,False,-1,5,6,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_chocolate_pudding_s39_w0_10_s20d_clean_seed0_job330150,chocolate_pudding,39,0,True,True,True,True,True,True,107,52,19,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s40_w0_10_s20d_clean_seed0_job330151,chocolate_pudding,40,0,True,True,True,True,True,True,54,54,6,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s41_w0_10_s20d_clean_seed0_job330152,chocolate_pudding,41,0,True,True,True,True,True,False,-1,10,6,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_chocolate_pudding_s42_w0_10_s20d_clean_seed0_job330153,chocolate_pudding,42,0,True,True,True,True,True,True,52,52,23,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s43_w0_10_s20d_clean_seed0_job330154,chocolate_pudding,43,0,True,True,True,True,True,False,-1,1,30,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44,0,True,True,True,True,True,True,113,9,13,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45,0,True,True,True,True,True,True,47,47,12,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46,0,True,True,True,True,True,True,45,45,4,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47,0,True,True,True,True,True,True,59,59,3,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48,0,True,True,True,True,True,True,51,46,6,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49,0,True,True,True,True,True,True,66,50,4,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10,0,True,True,True,True,True,True,90,90,4,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11,0,True,True,True,True,True,True,56,56,10,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12,0,True,True,True,True,True,True,99,66,4,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13,0,True,True,True,True,True,True,54,54,4,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s14_w0_10_s20d_clean_seed0_job330165,cream_cheese,14,0,True,True,True,True,True,False,-1,113,7,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15,0,True,True,True,True,True,True,42,42,3,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s16_w0_10_s20d_clean_seed0_job330167,cream_cheese,16,0,True,True,True,True,True,False,-1,16,9,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17,0,True,True,True,True,True,True,62,62,4,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18,0,True,True,True,True,True,True,64,64,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19,0,True,True,True,True,True,True,50,50,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20,0,True,True,True,True,True,True,66,54,9,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s21_w0_10_s20d_clean_seed0_job330172,cream_cheese,21,0,True,True,True,True,True,False,-1,12,18,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22,0,True,True,True,True,True,True,54,10,2,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23,0,True,True,True,True,True,True,151,45,21,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24,0,True,True,True,True,True,True,56,56,7,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25,0,True,True,True,True,True,True,58,9,9,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26,0,True,True,True,True,True,True,113,64,10,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27,0,True,True,True,True,True,True,119,11,10,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28,0,True,True,True,True,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29,0,True,True,True,True,True,True,59,59,20,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s30_w0_10_s20d_clean_seed0_job330181,cream_cheese,30,0,True,True,True,True,True,True,49,49,6,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s31_w0_10_s20d_clean_seed0_job330182,cream_cheese,31,0,True,True,True,True,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s32_w0_10_s20d_clean_seed0_job330183,cream_cheese,32,0,True,True,True,True,True,True,56,56,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s33_w0_10_s20d_clean_seed0_job330184,cream_cheese,33,0,True,True,True,True,True,True,55,55,4,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s34_w0_10_s20d_clean_seed0_job330185,cream_cheese,34,0,True,True,True,True,True,True,114,12,13,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s35_w0_10_s20d_clean_seed0_job330186,cream_cheese,35,0,True,True,True,True,True,False,-1,48,10,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_cream_cheese_s36_w0_10_s20d_clean_seed0_job330187,cream_cheese,36,0,True,True,True,True,True,True,120,49,6,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s37_w0_10_s20d_clean_seed0_job330188,cream_cheese,37,0,True,True,True,True,True,True,54,54,6,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s38_w0_10_s20d_clean_seed0_job330189,cream_cheese,38,0,True,True,True,True,True,True,47,47,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s39_w0_10_s20d_clean_seed0_job330190,cream_cheese,39,0,True,True,True,True,True,True,54,54,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s40_w0_10_s20d_clean_seed0_job330191,cream_cheese,40,0,True,True,True,True,True,True,71,60,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s41_w0_10_s20d_clean_seed0_job330192,cream_cheese,41,0,True,True,True,True,True,True,64,64,3,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s42_w0_10_s20d_clean_seed0_job330193,cream_cheese,42,0,True,True,True,True,True,False,-1,49,6,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_cream_cheese_s43_w0_10_s20d_clean_seed0_job330194,cream_cheese,43,0,True,True,True,True,True,True,64,64,14,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s44_w0_10_s20d_clean_seed0_job330195,cream_cheese,44,0,True,True,True,True,True,True,50,50,9,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s45_w0_10_s20d_clean_seed0_job330196,cream_cheese,45,0,True,True,True,True,True,True,51,51,5,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s46_w0_10_s20d_clean_seed0_job330197,cream_cheese,46,0,True,True,True,True,True,True,42,42,18,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s47_w0_10_s20d_clean_seed0_job330198,cream_cheese,47,0,True,True,True,True,True,True,43,43,3,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s48_w0_10_s20d_clean_seed0_job330199,cream_cheese,48,0,True,True,True,True,True,False,-1,11,17,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_cream_cheese_s49_w0_10_s20d_clean_seed0_job330200,cream_cheese,49,0,True,True,True,True,True,True,48,42,4,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s10_w0_10_s20d_clean_seed0_job330201,ketchup,10,0,True,True,True,True,True,True,56,56,6,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s11_w0_10_s20d_clean_seed0_job330202,ketchup,11,0,True,True,True,True,True,True,43,43,11,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s12_w0_10_s20d_clean_seed0_job330203,ketchup,12,0,True,True,True,True,True,True,40,37,14,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s13_w0_10_s20d_clean_seed0_job330204,ketchup,13,0,True,True,True,True,True,True,60,7,4,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s14_w0_10_s20d_clean_seed0_job330205,ketchup,14,0,True,True,True,True,True,True,68,1,20,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s15_w0_10_s20d_clean_seed0_job330206,ketchup,15,0,True,True,True,True,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s16_w0_10_s20d_clean_seed0_job330207,ketchup,16,0,True,True,True,True,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s17_w0_10_s20d_clean_seed0_job330208,ketchup,17,0,True,True,True,True,True,True,55,2,4,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s18_w0_10_s20d_clean_seed0_job330209,ketchup,18,0,True,True,True,True,True,True,52,52,5,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s19_w0_10_s20d_clean_seed0_job330210,ketchup,19,0,True,True,True,True,True,True,51,51,2,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s20_w0_10_s20d_clean_seed0_job330211,ketchup,20,0,True,True,True,True,True,True,55,55,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s21_w0_10_s20d_clean_seed0_job330212,ketchup,21,0,True,True,True,True,True,True,52,6,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s22_w0_10_s20d_clean_seed0_job330213,ketchup,22,0,True,True,True,True,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s23_w0_10_s20d_clean_seed0_job330214,ketchup,23,0,True,True,True,True,True,True,51,51,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s24_w0_10_s20d_clean_seed0_job330215,ketchup,24,0,True,True,True,True,True,True,62,62,14,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s25_w0_10_s20d_clean_seed0_job330216,ketchup,25,0,True,True,True,True,True,True,59,59,13,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s26_w0_10_s20d_clean_seed0_job330217,ketchup,26,0,True,True,True,True,True,True,54,54,4,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s27_w0_10_s20d_clean_seed0_job330218,ketchup,27,0,True,True,True,True,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s28_w0_10_s20d_clean_seed0_job330219,ketchup,28,0,True,True,True,True,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s29_w0_10_s20d_clean_seed0_job330220,ketchup,29,0,True,True,True,True,True,False,-1,0,30,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_ketchup_s30_w0_10_s20d_clean_seed0_job330221,ketchup,30,0,True,True,True,True,True,True,56,52,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s31_w0_10_s20d_clean_seed0_job330222,ketchup,31,0,True,True,True,True,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s32_w0_10_s20d_clean_seed0_job330223,ketchup,32,0,True,True,True,True,True,True,59,59,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s33_w0_10_s20d_clean_seed0_job330224,ketchup,33,0,True,True,True,True,True,True,107,55,5,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s34_w0_10_s20d_clean_seed0_job330225,ketchup,34,0,True,True,True,True,True,True,74,74,2,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s35_w0_10_s20d_clean_seed0_job330226,ketchup,35,0,True,True,True,True,True,True,55,55,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s36_w0_10_s20d_clean_seed0_job330227,ketchup,36,0,True,True,True,True,True,True,46,46,4,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s37_w0_10_s20d_clean_seed0_job330228,ketchup,37,0,True,True,True,True,True,False,-1,3,28,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_ketchup_s38_w0_10_s20d_clean_seed0_job330229,ketchup,38,0,True,True,True,True,True,True,51,7,5,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s39_w0_10_s20d_clean_seed0_job330230,ketchup,39,0,True,True,True,True,True,True,62,11,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s40_w0_10_s20d_clean_seed0_job330231,ketchup,40,0,True,True,True,True,True,True,40,40,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s41_w0_10_s20d_clean_seed0_job330232,ketchup,41,0,True,True,True,True,True,True,51,51,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s42_w0_10_s20d_clean_seed0_job330233,ketchup,42,0,True,True,True,True,True,True,58,58,2,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s43_w0_10_s20d_clean_seed0_job330234,ketchup,43,0,True,True,True,True,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s44_w0_10_s20d_clean_seed0_job330235,ketchup,44,0,True,True,True,True,True,True,62,62,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s45_w0_10_s20d_clean_seed0_job330236,ketchup,45,0,True,True,True,True,True,True,42,42,3,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s46_w0_10_s20d_clean_seed0_job330237,ketchup,46,0,True,True,True,True,True,False,-1,51,1,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_ketchup_s47_w0_10_s20d_clean_seed0_job330238,ketchup,47,0,True,True,True,True,True,True,58,8,6,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s48_w0_10_s20d_clean_seed0_job330239,ketchup,48,0,True,True,True,True,True,True,46,46,4,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s49_w0_10_s20d_clean_seed0_job330240,ketchup,49,0,True,True,True,True,True,True,57,7,4,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s10_w0_10_s20d_clean_seed0_job330241,milk,10,0,True,True,True,True,True,False,-1,11,23,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s11_w0_10_s20d_clean_seed0_job330242,milk,11,0,True,True,True,True,True,True,57,57,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s12_w0_10_s20d_clean_seed0_job330243,milk,12,0,True,True,True,True,True,True,50,50,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s13_w0_10_s20d_clean_seed0_job330244,milk,13,0,True,True,True,True,True,False,-1,53,18,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s14_w0_10_s20d_clean_seed0_job330245,milk,14,0,True,True,True,True,True,False,-1,47,14,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s15_w0_10_s20d_clean_seed0_job330246,milk,15,0,True,True,True,True,True,True,39,39,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s16_w0_10_s20d_clean_seed0_job330247,milk,16,0,True,True,True,True,True,False,-1,5,15,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s17_w0_10_s20d_clean_seed0_job330248,milk,17,0,True,True,True,True,True,True,65,65,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s18_w0_10_s20d_clean_seed0_job330249,milk,18,0,True,True,True,True,True,True,60,49,5,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s19_w0_10_s20d_clean_seed0_job330250,milk,19,0,True,True,True,True,True,True,47,47,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s20_w0_10_s20d_clean_seed0_job330251,milk,20,0,True,True,True,True,True,True,45,45,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s21_w0_10_s20d_clean_seed0_job330252,milk,21,0,True,True,True,True,True,True,60,55,3,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s22_w0_10_s20d_clean_seed0_job330253,milk,22,0,True,True,True,True,True,True,45,45,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s23_w0_10_s20d_clean_seed0_job330254,milk,23,0,True,True,True,True,True,False,-1,49,9,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s24_w0_10_s20d_clean_seed0_job330255,milk,24,0,True,True,True,True,True,False,-1,4,17,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s25_w0_10_s20d_clean_seed0_job330256,milk,25,0,True,True,True,True,True,True,48,48,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s26_w0_10_s20d_clean_seed0_job330257,milk,26,0,True,True,True,True,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s27_w0_10_s20d_clean_seed0_job330258,milk,27,0,True,True,True,True,True,True,53,53,3,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s28_w0_10_s20d_clean_seed0_job330259,milk,28,0,True,True,True,True,True,True,47,47,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s29_w0_10_s20d_clean_seed0_job330260,milk,29,0,True,True,True,True,True,False,-1,47,24,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s30_w0_10_s20d_clean_seed0_job330261,milk,30,0,True,True,True,True,True,True,43,43,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s31_w0_10_s20d_clean_seed0_job330262,milk,31,0,True,True,True,True,True,True,40,40,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s32_w0_10_s20d_clean_seed0_job330263,milk,32,0,True,True,True,True,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s33_w0_10_s20d_clean_seed0_job330264,milk,33,0,True,True,True,True,True,True,79,79,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s34_w0_10_s20d_clean_seed0_job330265,milk,34,0,True,True,True,True,True,True,43,43,3,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s35_w0_10_s20d_clean_seed0_job330266,milk,35,0,True,True,True,True,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s36_w0_10_s20d_clean_seed0_job330267,milk,36,0,True,True,True,True,True,True,51,51,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s37_w0_10_s20d_clean_seed0_job330268,milk,37,0,True,True,True,True,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s38_w0_10_s20d_clean_seed0_job330269,milk,38,0,True,True,True,True,True,True,51,51,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s39_w0_10_s20d_clean_seed0_job330270,milk,39,0,True,True,True,True,True,True,51,6,4,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s40_w0_10_s20d_clean_seed0_job330271,milk,40,0,True,True,True,True,True,True,47,47,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s41_w0_10_s20d_clean_seed0_job330272,milk,41,0,True,True,True,True,True,True,55,55,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s42_w0_10_s20d_clean_seed0_job330273,milk,42,0,True,True,True,True,True,True,62,0,6,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s43_w0_10_s20d_clean_seed0_job330274,milk,43,0,True,True,True,True,True,True,46,46,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s44_w0_10_s20d_clean_seed0_job330275,milk,44,0,True,True,True,True,True,False,-1,52,19,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s45_w0_10_s20d_clean_seed0_job330276,milk,45,0,True,True,True,True,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s46_w0_10_s20d_clean_seed0_job330277,milk,46,0,True,True,True,True,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s48_w0_10_s20d_clean_seed0_job330279,milk,48,0,True,True,True,True,True,False,-1,44,5,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_milk_s49_w0_10_s20d_clean_seed0_job330280,milk,49,0,True,True,True,True,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s10_w0_10_s20d_clean_seed0_job330281,orange_juice,10,0,True,True,True,True,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_orange_juice_s11_w0_10_s20d_clean_seed0_job330282,orange_juice,11,0,True,True,True,True,True,True,96,14,3,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s12_w0_10_s20d_clean_seed0_job330283,orange_juice,12,0,True,True,True,True,True,True,59,59,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s13_w0_10_s20d_clean_seed0_job330284,orange_juice,13,0,True,True,True,True,True,True,58,58,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s14_w0_10_s20d_clean_seed0_job330285,orange_juice,14,0,True,True,True,True,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s15_w0_10_s20d_clean_seed0_job330286,orange_juice,15,0,True,True,True,True,True,True,40,40,4,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s16_w0_10_s20d_clean_seed0_job330287,orange_juice,16,0,True,True,True,True,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s17_w0_10_s20d_clean_seed0_job330288,orange_juice,17,0,True,True,True,True,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_orange_juice_s18_w0_10_s20d_clean_seed0_job330289,orange_juice,18,0,True,True,True,True,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_orange_juice_s19_w0_10_s20d_clean_seed0_job330290,orange_juice,19,0,True,True,True,True,True,True,93,93,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s20_w0_10_s20d_clean_seed0_job330291,orange_juice,20,0,True,True,True,True,True,True,203,203,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s21_w0_10_s20d_clean_seed0_job330292,orange_juice,21,0,True,True,True,True,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s22_w0_10_s20d_clean_seed0_job330293,orange_juice,22,0,True,True,True,True,True,True,129,58,9,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s23_w0_10_s20d_clean_seed0_job330294,orange_juice,23,0,True,True,True,True,True,True,91,91,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s24_w0_10_s20d_clean_seed0_job330295,orange_juice,24,0,True,True,True,True,True,True,48,48,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s25_w0_10_s20d_clean_seed0_job330296,orange_juice,25,0,True,True,True,True,True,True,228,228,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s26_w0_10_s20d_clean_seed0_job330297,orange_juice,26,0,True,True,True,True,True,True,55,55,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s27_w0_10_s20d_clean_seed0_job330298,orange_juice,27,0,True,True,True,True,True,False,-1,63,21,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_orange_juice_s28_w0_10_s20d_clean_seed0_job330299,orange_juice,28,0,True,True,True,True,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s29_w0_10_s20d_clean_seed0_job330300,orange_juice,29,0,True,True,True,True,True,True,62,62,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s30_w0_10_s20d_clean_seed0_job330301,orange_juice,30,0,True,True,True,True,True,True,63,63,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s31_w0_10_s20d_clean_seed0_job330302,orange_juice,31,0,True,True,True,True,True,True,69,39,3,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s32_w0_10_s20d_clean_seed0_job330303,orange_juice,32,0,True,True,True,True,True,True,142,142,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s34_w0_10_s20d_clean_seed0_job330305,orange_juice,34,0,True,True,True,True,True,True,56,56,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s35_w0_10_s20d_clean_seed0_job330306,orange_juice,35,0,True,True,True,True,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s36_w0_10_s20d_clean_seed0_job330307,orange_juice,36,0,True,True,True,True,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE,
