trace_id,task_key,state_id,seed,provenance_pass,field_validity_pass,open_convention_pass,remap_pass,n_total_rows,n_gripper_valid_rows,n_neutral_rows,remap_field_issue_count,grasp_privilege_valid,n_close_candidates,n_tp_qualifying_candidates,teacher_p_step,teacher_r_step,category,failure_detail
trace_chocolate_pudding_s18_w0_10_s20d_clean_seed0_job330129,chocolate_pudding,18,0,True,True,True,True,177,177,0,0,True,11,3,44,44,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_chocolate_pudding_s19_w0_10_s20d_clean_seed0_job330130,chocolate_pudding,19,0,True,True,True,True,190,190,0,0,True,16,9,54,54,TEACHER_P_AMBIGUOUS,tp_qualifying=9
trace_chocolate_pudding_s20_w0_10_s20d_clean_seed0_job330131,chocolate_pudding,20,0,True,True,True,True,190,190,0,0,True,11,4,49,49,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_chocolate_pudding_s21_w0_10_s20d_clean_seed0_job330132,chocolate_pudding,21,0,True,True,True,True,280,280,0,0,True,5,0,-1,9,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s22_w0_10_s20d_clean_seed0_job330133,chocolate_pudding,22,0,True,True,True,True,225,225,0,0,True,12,2,90,54,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s23_w0_10_s20d_clean_seed0_job330134,chocolate_pudding,23,0,True,True,True,True,145,145,0,0,True,2,1,47,47,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s24_w0_10_s20d_clean_seed0_job330135,chocolate_pudding,24,0,True,True,True,True,182,182,0,0,True,7,2,59,59,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s25_w0_10_s20d_clean_seed0_job330136,chocolate_pudding,25,0,True,True,True,True,171,171,0,0,True,7,1,55,55,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s26_w0_10_s20d_clean_seed0_job330137,chocolate_pudding,26,0,True,True,True,True,207,207,0,0,True,19,3,56,56,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_chocolate_pudding_s27_w0_10_s20d_clean_seed0_job330138,chocolate_pudding,27,0,True,True,True,True,274,274,0,0,True,24,5,62,2,TEACHER_P_AMBIGUOUS,tp_qualifying=5
trace_chocolate_pudding_s28_w0_10_s20d_clean_seed0_job330139,chocolate_pudding,28,0,True,True,True,True,155,155,0,0,True,5,5,56,56,TEACHER_P_AMBIGUOUS,tp_qualifying=5
trace_chocolate_pudding_s29_w0_10_s20d_clean_seed0_job330140,chocolate_pudding,29,0,True,True,True,True,280,280,0,0,True,30,5,116,47,TEACHER_P_AMBIGUOUS,tp_qualifying=5
trace_chocolate_pudding_s30_w0_10_s20d_clean_seed0_job330141,chocolate_pudding,30,0,True,True,True,True,166,166,0,0,True,11,4,53,53,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_chocolate_pudding_s31_w0_10_s20d_clean_seed0_job330142,chocolate_pudding,31,0,True,True,True,True,280,280,0,0,True,9,0,-1,52,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s32_w0_10_s20d_clean_seed0_job330143,chocolate_pudding,32,0,True,True,True,True,154,154,0,0,True,6,3,55,7,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_chocolate_pudding_s33_w0_10_s20d_clean_seed0_job330144,chocolate_pudding,33,0,True,True,True,True,152,152,0,0,True,2,1,57,57,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s34_w0_10_s20d_clean_seed0_job330145,chocolate_pudding,34,0,True,True,True,True,139,139,0,0,True,4,2,48,48,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s35_w0_10_s20d_clean_seed0_job330146,chocolate_pudding,35,0,True,True,True,True,280,280,0,0,True,13,0,-1,9,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s36_w0_10_s20d_clean_seed0_job330147,chocolate_pudding,36,0,True,True,True,True,191,191,0,0,True,8,2,94,53,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s37_w0_10_s20d_clean_seed0_job330148,chocolate_pudding,37,0,True,True,True,True,280,280,0,0,True,25,0,-1,1,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s38_w0_10_s20d_clean_seed0_job330149,chocolate_pudding,38,0,True,True,True,True,280,280,0,0,True,6,0,-1,5,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s39_w0_10_s20d_clean_seed0_job330150,chocolate_pudding,39,0,True,True,True,True,227,227,0,0,True,19,2,107,52,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s40_w0_10_s20d_clean_seed0_job330151,chocolate_pudding,40,0,True,True,True,True,159,159,0,0,True,6,4,54,54,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_chocolate_pudding_s41_w0_10_s20d_clean_seed0_job330152,chocolate_pudding,41,0,True,True,True,True,280,280,0,0,True,6,0,-1,10,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s42_w0_10_s20d_clean_seed0_job330153,chocolate_pudding,42,0,True,True,True,True,243,243,0,0,True,23,2,52,52,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s43_w0_10_s20d_clean_seed0_job330154,chocolate_pudding,43,0,True,True,True,True,280,280,0,0,True,31,0,-1,1,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44,0,True,True,True,True,226,226,0,0,True,13,1,113,9,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45,0,True,True,True,True,280,280,0,0,True,12,2,47,47,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46,0,True,True,True,True,133,133,0,0,True,4,1,45,45,ELIGIBLE_MULTI_CANDIDATE,
trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47,0,True,True,True,True,222,222,0,0,True,3,2,59,59,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48,0,True,True,True,True,280,280,0,0,True,6,4,51,46,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49,0,True,True,True,True,280,280,0,0,True,4,1,66,50,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10,0,True,True,True,True,167,167,0,0,True,4,1,90,90,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11,0,True,True,True,True,163,163,0,0,True,10,3,56,56,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12,0,True,True,True,True,172,172,0,0,True,4,1,99,66,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13,0,True,True,True,True,133,133,0,0,True,4,1,54,54,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s14_w0_10_s20d_clean_seed0_job330165,cream_cheese,14,0,True,True,True,True,280,280,0,0,True,7,0,-1,113,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15,0,True,True,True,True,120,120,0,0,True,3,1,42,42,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s16_w0_10_s20d_clean_seed0_job330167,cream_cheese,16,0,True,True,True,True,280,280,0,0,True,9,0,-1,16,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17,0,True,True,True,True,124,124,0,0,True,4,3,62,62,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18,0,True,True,True,True,150,150,0,0,True,5,1,64,64,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19,0,True,True,True,True,120,120,0,0,True,5,2,50,50,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20,0,True,True,True,True,154,154,0,0,True,9,2,66,54,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_cream_cheese_s21_w0_10_s20d_clean_seed0_job330172,cream_cheese,21,0,True,True,True,True,280,280,0,0,True,18,0,-1,12,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22,0,True,True,True,True,117,117,0,0,True,2,1,54,10,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23,0,True,True,True,True,280,280,0,0,True,21,1,151,45,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24,0,True,True,True,True,141,141,0,0,True,7,5,56,56,TEACHER_P_AMBIGUOUS,tp_qualifying=5
trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25,0,True,True,True,True,136,136,0,0,True,9,3,58,9,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26,0,True,True,True,True,201,201,0,0,True,10,4,113,64,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27,0,True,True,True,True,188,188,0,0,True,10,4,119,11,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28,0,True,True,True,True,122,122,0,0,True,3,3,52,52,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29,0,True,True,True,True,213,213,0,0,True,20,1,59,59,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s30_w0_10_s20d_clean_seed0_job330181,cream_cheese,30,0,True,True,True,True,126,126,0,0,True,6,2,49,49,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_cream_cheese_s31_w0_10_s20d_clean_seed0_job330182,cream_cheese,31,0,True,True,True,True,120,120,0,0,True,2,1,52,52,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s32_w0_10_s20d_clean_seed0_job330183,cream_cheese,32,0,True,True,True,True,137,137,0,0,True,5,4,56,56,TEACHER_P_AMBIGUOUS,tp_qualifying=4
trace_cream_cheese_s33_w0_10_s20d_clean_seed0_job330184,cream_cheese,33,0,True,True,True,True,123,123,0,0,True,4,1,55,55,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s34_w0_10_s20d_clean_seed0_job330185,cream_cheese,34,0,True,True,True,True,191,191,0,0,True,13,3,114,12,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s35_w0_10_s20d_clean_seed0_job330186,cream_cheese,35,0,True,True,True,True,280,280,0,0,True,10,0,-1,48,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_cream_cheese_s36_w0_10_s20d_clean_seed0_job330187,cream_cheese,36,0,True,True,True,True,189,189,0,0,True,6,1,120,49,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s37_w0_10_s20d_clean_seed0_job330188,cream_cheese,37,0,True,True,True,True,134,134,0,0,True,6,3,54,54,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s38_w0_10_s20d_clean_seed0_job330189,cream_cheese,38,0,True,True,True,True,128,128,0,0,True,5,1,47,47,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s39_w0_10_s20d_clean_seed0_job330190,cream_cheese,39,0,True,True,True,True,130,130,0,0,True,5,2,54,54,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_cream_cheese_s40_w0_10_s20d_clean_seed0_job330191,cream_cheese,40,0,True,True,True,True,152,152,0,0,True,5,2,71,60,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_cream_cheese_s41_w0_10_s20d_clean_seed0_job330192,cream_cheese,41,0,True,True,True,True,162,162,0,0,True,3,1,64,64,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s42_w0_10_s20d_clean_seed0_job330193,cream_cheese,42,0,True,True,True,True,280,280,0,0,True,6,0,-1,49,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_cream_cheese_s43_w0_10_s20d_clean_seed0_job330194,cream_cheese,43,0,True,True,True,True,280,280,0,0,True,14,1,64,64,ELIGIBLE_MULTI_CANDIDATE,
trace_cream_cheese_s44_w0_10_s20d_clean_seed0_job330195,cream_cheese,44,0,True,True,True,True,141,141,0,0,True,9,3,50,50,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s45_w0_10_s20d_clean_seed0_job330196,cream_cheese,45,0,True,True,True,True,141,141,0,0,True,5,3,51,51,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_cream_cheese_s46_w0_10_s20d_clean_seed0_job330197,cream_cheese,46,0,True,True,True,True,191,191,0,0,True,18,5,42,42,TEACHER_P_AMBIGUOUS,tp_qualifying=5
trace_cream_cheese_s47_w0_10_s20d_clean_seed0_job330198,cream_cheese,47,0,True,True,True,True,118,118,0,0,True,3,2,43,43,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_cream_cheese_s48_w0_10_s20d_clean_seed0_job330199,cream_cheese,48,0,True,True,True,True,280,280,0,0,True,17,0,-1,11,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_cream_cheese_s49_w0_10_s20d_clean_seed0_job330200,cream_cheese,49,0,True,True,True,True,125,125,0,0,True,4,2,48,42,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s10_w0_10_s20d_clean_seed0_job330201,ketchup,10,0,True,True,True,True,164,164,0,0,True,6,1,56,56,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s11_w0_10_s20d_clean_seed0_job330202,ketchup,11,0,True,True,True,True,280,280,0,0,True,11,2,43,43,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s12_w0_10_s20d_clean_seed0_job330203,ketchup,12,0,True,True,True,True,280,280,0,0,True,14,1,40,37,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s13_w0_10_s20d_clean_seed0_job330204,ketchup,13,0,True,True,True,True,152,152,0,0,True,4,1,60,7,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s14_w0_10_s20d_clean_seed0_job330205,ketchup,14,0,True,True,True,True,280,280,0,0,True,21,2,68,1,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s15_w0_10_s20d_clean_seed0_job330206,ketchup,15,0,True,True,True,True,138,138,0,0,True,2,2,53,53,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s16_w0_10_s20d_clean_seed0_job330207,ketchup,16,0,True,True,True,True,141,141,0,0,True,1,1,53,53,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s17_w0_10_s20d_clean_seed0_job330208,ketchup,17,0,True,True,True,True,149,149,0,0,True,5,2,55,2,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s18_w0_10_s20d_clean_seed0_job330209,ketchup,18,0,True,True,True,True,149,149,0,0,True,5,2,52,52,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s19_w0_10_s20d_clean_seed0_job330210,ketchup,19,0,True,True,True,True,135,135,0,0,True,2,2,51,51,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s20_w0_10_s20d_clean_seed0_job330211,ketchup,20,0,True,True,True,True,144,144,0,0,True,3,2,55,55,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s21_w0_10_s20d_clean_seed0_job330212,ketchup,21,0,True,True,True,True,142,142,0,0,True,3,2,52,6,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s22_w0_10_s20d_clean_seed0_job330213,ketchup,22,0,True,True,True,True,133,133,0,0,True,2,1,52,52,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s23_w0_10_s20d_clean_seed0_job330214,ketchup,23,0,True,True,True,True,146,146,0,0,True,3,1,51,51,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s24_w0_10_s20d_clean_seed0_job330215,ketchup,24,0,True,True,True,True,245,245,0,0,True,14,2,62,62,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s25_w0_10_s20d_clean_seed0_job330216,ketchup,25,0,True,True,True,True,280,280,0,0,True,13,1,59,59,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s26_w0_10_s20d_clean_seed0_job330217,ketchup,26,0,True,True,True,True,142,142,0,0,True,4,1,54,54,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s27_w0_10_s20d_clean_seed0_job330218,ketchup,27,0,True,True,True,True,139,139,0,0,True,1,1,54,54,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s28_w0_10_s20d_clean_seed0_job330219,ketchup,28,0,True,True,True,True,145,145,0,0,True,1,1,61,61,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s29_w0_10_s20d_clean_seed0_job330220,ketchup,29,0,True,True,True,True,280,280,0,0,True,32,0,-1,0,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_ketchup_s30_w0_10_s20d_clean_seed0_job330221,ketchup,30,0,True,True,True,True,138,138,0,0,True,3,1,56,52,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s31_w0_10_s20d_clean_seed0_job330222,ketchup,31,0,True,True,True,True,134,134,0,0,True,2,2,52,52,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s32_w0_10_s20d_clean_seed0_job330223,ketchup,32,0,True,True,True,True,148,148,0,0,True,1,1,59,59,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s33_w0_10_s20d_clean_seed0_job330224,ketchup,33,0,True,True,True,True,190,190,0,0,True,5,1,107,55,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s34_w0_10_s20d_clean_seed0_job330225,ketchup,34,0,True,True,True,True,165,165,0,0,True,2,1,74,74,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s35_w0_10_s20d_clean_seed0_job330226,ketchup,35,0,True,True,True,True,143,143,0,0,True,3,1,55,55,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s36_w0_10_s20d_clean_seed0_job330227,ketchup,36,0,True,True,True,True,134,134,0,0,True,4,1,46,46,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s37_w0_10_s20d_clean_seed0_job330228,ketchup,37,0,True,True,True,True,280,280,0,0,True,28,0,-1,3,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_ketchup_s38_w0_10_s20d_clean_seed0_job330229,ketchup,38,0,True,True,True,True,143,143,0,0,True,5,1,51,7,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s39_w0_10_s20d_clean_seed0_job330230,ketchup,39,0,True,True,True,True,280,280,0,0,True,3,2,62,11,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s40_w0_10_s20d_clean_seed0_job330231,ketchup,40,0,True,True,True,True,125,125,0,0,True,1,1,40,40,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s41_w0_10_s20d_clean_seed0_job330232,ketchup,41,0,True,True,True,True,139,139,0,0,True,3,1,51,51,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s42_w0_10_s20d_clean_seed0_job330233,ketchup,42,0,True,True,True,True,146,146,0,0,True,2,2,58,58,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_ketchup_s43_w0_10_s20d_clean_seed0_job330234,ketchup,43,0,True,True,True,True,144,144,0,0,True,3,1,52,52,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s44_w0_10_s20d_clean_seed0_job330235,ketchup,44,0,True,True,True,True,151,151,0,0,True,1,1,62,62,ELIGIBLE_SINGLE_CANDIDATE,
trace_ketchup_s45_w0_10_s20d_clean_seed0_job330236,ketchup,45,0,True,True,True,True,137,137,0,0,True,3,1,42,42,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s46_w0_10_s20d_clean_seed0_job330237,ketchup,46,0,True,True,True,True,134,134,0,0,True,1,0,-1,51,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_ketchup_s47_w0_10_s20d_clean_seed0_job330238,ketchup,47,0,True,True,True,True,156,156,0,0,True,6,1,58,8,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s48_w0_10_s20d_clean_seed0_job330239,ketchup,48,0,True,True,True,True,147,147,0,0,True,4,1,46,46,ELIGIBLE_MULTI_CANDIDATE,
trace_ketchup_s49_w0_10_s20d_clean_seed0_job330240,ketchup,49,0,True,True,True,True,146,146,0,0,True,4,1,57,7,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s10_w0_10_s20d_clean_seed0_job330241,milk,10,0,True,True,True,True,280,280,0,0,True,23,0,-1,11,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s11_w0_10_s20d_clean_seed0_job330242,milk,11,0,True,True,True,True,137,137,0,0,True,2,2,57,57,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_milk_s12_w0_10_s20d_clean_seed0_job330243,milk,12,0,True,True,True,True,128,128,0,0,True,1,1,50,50,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s13_w0_10_s20d_clean_seed0_job330244,milk,13,0,True,True,True,True,280,280,0,0,True,18,0,-1,53,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s14_w0_10_s20d_clean_seed0_job330245,milk,14,0,True,True,True,True,280,280,0,0,True,14,0,-1,47,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s15_w0_10_s20d_clean_seed0_job330246,milk,15,0,True,True,True,True,114,114,0,0,True,2,2,39,39,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_milk_s16_w0_10_s20d_clean_seed0_job330247,milk,16,0,True,True,True,True,280,280,0,0,True,15,0,-1,5,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s17_w0_10_s20d_clean_seed0_job330248,milk,17,0,True,True,True,True,144,144,0,0,True,2,2,65,65,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_milk_s18_w0_10_s20d_clean_seed0_job330249,milk,18,0,True,True,True,True,142,142,0,0,True,5,3,60,49,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_milk_s19_w0_10_s20d_clean_seed0_job330250,milk,19,0,True,True,True,True,136,136,0,0,True,2,2,47,47,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_milk_s20_w0_10_s20d_clean_seed0_job330251,milk,20,0,True,True,True,True,120,120,0,0,True,1,1,45,45,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s21_w0_10_s20d_clean_seed0_job330252,milk,21,0,True,True,True,True,144,144,0,0,True,3,2,60,55,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_milk_s22_w0_10_s20d_clean_seed0_job330253,milk,22,0,True,True,True,True,125,125,0,0,True,1,1,45,45,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s23_w0_10_s20d_clean_seed0_job330254,milk,23,0,True,True,True,True,217,217,0,0,True,9,0,-1,49,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s24_w0_10_s20d_clean_seed0_job330255,milk,24,0,True,True,True,True,280,280,0,0,True,17,0,-1,4,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s25_w0_10_s20d_clean_seed0_job330256,milk,25,0,True,True,True,True,133,133,0,0,True,2,1,48,48,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s26_w0_10_s20d_clean_seed0_job330257,milk,26,0,True,True,True,True,145,145,0,0,True,1,1,54,54,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s27_w0_10_s20d_clean_seed0_job330258,milk,27,0,True,True,True,True,142,142,0,0,True,3,3,53,53,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_milk_s28_w0_10_s20d_clean_seed0_job330259,milk,28,0,True,True,True,True,124,124,0,0,True,1,1,47,47,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s29_w0_10_s20d_clean_seed0_job330260,milk,29,0,True,True,True,True,280,280,0,0,True,24,0,-1,47,TEACHER_P_UNAVAILABLE,tp_qualifying=0
trace_milk_s30_w0_10_s20d_clean_seed0_job330261,milk,30,0,True,True,True,True,117,117,0,0,True,1,1,43,43,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s31_w0_10_s20d_clean_seed0_job330262,milk,31,0,True,True,True,True,123,123,0,0,True,2,1,40,40,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s32_w0_10_s20d_clean_seed0_job330263,milk,32,0,True,True,True,True,124,124,0,0,True,1,1,49,49,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s33_w0_10_s20d_clean_seed0_job330264,milk,33,0,True,True,True,True,158,158,0,0,True,1,1,79,79,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s34_w0_10_s20d_clean_seed0_job330265,milk,34,0,True,True,True,True,122,122,0,0,True,3,2,43,43,TEACHER_P_AMBIGUOUS,tp_qualifying=2
trace_milk_s35_w0_10_s20d_clean_seed0_job330266,milk,35,0,True,True,True,True,133,133,0,0,True,1,1,54,54,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s36_w0_10_s20d_clean_seed0_job330267,milk,36,0,True,True,True,True,127,127,0,0,True,1,1,51,51,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s37_w0_10_s20d_clean_seed0_job330268,milk,37,0,True,True,True,True,138,138,0,0,True,2,1,53,53,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s38_w0_10_s20d_clean_seed0_job330269,milk,38,0,True,True,True,True,134,134,0,0,True,1,1,51,51,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s39_w0_10_s20d_clean_seed0_job330270,milk,39,0,True,True,True,True,137,137,0,0,True,4,1,51,6,ELIGIBLE_MULTI_CANDIDATE,
trace_milk_s40_w0_10_s20d_clean_seed0_job330271,milk,40,0,True,True,True,True,122,122,0,0,True,1,1,47,47,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s41_w0_10_s20d_clean_seed0_job330272,milk,41,0,True,True,True,True,130,130,0,0,True,1,1,55,55,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s42_w0_10_s20d_clean_seed0_job330273,milk,42,0,True,True,True,True,150,150,0,0,True,7,3,62,0,TEACHER_P_AMBIGUOUS,tp_qualifying=3
trace_milk_s43_w0_10_s20d_clean_seed0_job330274,milk,43,0,True,True,True,True,120,120,0,0,True,1,1,46,46,ELIGIBLE_SINGLE_CANDIDATE,
trace_milk_s44_w0_10_s20d_clean_seed0_job330275,milk,44,0,True,True,True,True,280,280,0,0,True,19,0,-1,52,TEACHER_P_UNAVAILABLE,tp_qualifying=0
