trace_id,task_key,state_id,grasp_privilege_valid,teacher_p_available,teacher_p_step,teacher_r_step,n_close_candidates,category
trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24,True,True,56,56,7,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25,True,True,58,9,9,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26,True,True,113,64,10,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27,True,True,119,11,10,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29,True,True,59,59,20,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s30_w0_10_s20d_clean_seed0_job330181,cream_cheese,30,True,True,49,49,6,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s31_w0_10_s20d_clean_seed0_job330182,cream_cheese,31,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s32_w0_10_s20d_clean_seed0_job330183,cream_cheese,32,True,True,56,56,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s33_w0_10_s20d_clean_seed0_job330184,cream_cheese,33,True,True,55,55,4,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s34_w0_10_s20d_clean_seed0_job330185,cream_cheese,34,True,True,114,12,13,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s35_w0_10_s20d_clean_seed0_job330186,cream_cheese,35,True,False,-1,48,10,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s36_w0_10_s20d_clean_seed0_job330187,cream_cheese,36,True,True,120,49,6,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s37_w0_10_s20d_clean_seed0_job330188,cream_cheese,37,True,True,54,54,6,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s38_w0_10_s20d_clean_seed0_job330189,cream_cheese,38,True,True,47,47,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s39_w0_10_s20d_clean_seed0_job330190,cream_cheese,39,True,True,54,54,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s40_w0_10_s20d_clean_seed0_job330191,cream_cheese,40,True,True,71,60,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s41_w0_10_s20d_clean_seed0_job330192,cream_cheese,41,True,True,64,64,3,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s42_w0_10_s20d_clean_seed0_job330193,cream_cheese,42,True,False,-1,49,6,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s43_w0_10_s20d_clean_seed0_job330194,cream_cheese,43,True,True,64,64,14,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s44_w0_10_s20d_clean_seed0_job330195,cream_cheese,44,True,True,50,50,9,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s45_w0_10_s20d_clean_seed0_job330196,cream_cheese,45,True,True,51,51,5,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s46_w0_10_s20d_clean_seed0_job330197,cream_cheese,46,True,True,42,42,18,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s47_w0_10_s20d_clean_seed0_job330198,cream_cheese,47,True,True,43,43,3,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s48_w0_10_s20d_clean_seed0_job330199,cream_cheese,48,True,False,-1,11,17,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s49_w0_10_s20d_clean_seed0_job330200,cream_cheese,49,True,True,48,42,4,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s10_w0_10_s20d_clean_seed0_job330201,ketchup,10,True,True,56,56,6,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s11_w0_10_s20d_clean_seed0_job330202,ketchup,11,True,True,43,43,11,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s12_w0_10_s20d_clean_seed0_job330203,ketchup,12,True,True,40,37,14,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s13_w0_10_s20d_clean_seed0_job330204,ketchup,13,True,True,60,7,4,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s14_w0_10_s20d_clean_seed0_job330205,ketchup,14,True,True,68,1,20,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s15_w0_10_s20d_clean_seed0_job330206,ketchup,15,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s16_w0_10_s20d_clean_seed0_job330207,ketchup,16,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s17_w0_10_s20d_clean_seed0_job330208,ketchup,17,True,True,55,2,4,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s18_w0_10_s20d_clean_seed0_job330209,ketchup,18,True,True,52,52,5,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s19_w0_10_s20d_clean_seed0_job330210,ketchup,19,True,True,51,51,2,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s20_w0_10_s20d_clean_seed0_job330211,ketchup,20,True,True,55,55,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s21_w0_10_s20d_clean_seed0_job330212,ketchup,21,True,True,52,6,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s22_w0_10_s20d_clean_seed0_job330213,ketchup,22,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s23_w0_10_s20d_clean_seed0_job330214,ketchup,23,True,True,51,51,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s24_w0_10_s20d_clean_seed0_job330215,ketchup,24,True,True,62,62,14,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s25_w0_10_s20d_clean_seed0_job330216,ketchup,25,True,True,59,59,13,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s26_w0_10_s20d_clean_seed0_job330217,ketchup,26,True,True,54,54,4,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s27_w0_10_s20d_clean_seed0_job330218,ketchup,27,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s28_w0_10_s20d_clean_seed0_job330219,ketchup,28,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s29_w0_10_s20d_clean_seed0_job330220,ketchup,29,True,False,-1,0,30,TEACHER_P_UNAVAILABLE
trace_ketchup_s30_w0_10_s20d_clean_seed0_job330221,ketchup,30,True,True,56,52,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s31_w0_10_s20d_clean_seed0_job330222,ketchup,31,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s32_w0_10_s20d_clean_seed0_job330223,ketchup,32,True,True,59,59,1,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s33_w0_10_s20d_clean_seed0_job330224,ketchup,33,True,True,107,55,5,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s34_w0_10_s20d_clean_seed0_job330225,ketchup,34,True,True,74,74,2,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s35_w0_10_s20d_clean_seed0_job330226,ketchup,35,True,True,55,55,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s36_w0_10_s20d_clean_seed0_job330227,ketchup,36,True,True,46,46,4,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s37_w0_10_s20d_clean_seed0_job330228,ketchup,37,True,False,-1,3,28,TEACHER_P_UNAVAILABLE
trace_ketchup_s38_w0_10_s20d_clean_seed0_job330229,ketchup,38,True,True,51,7,5,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s39_w0_10_s20d_clean_seed0_job330230,ketchup,39,True,True,62,11,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s40_w0_10_s20d_clean_seed0_job330231,ketchup,40,True,True,40,40,1,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s41_w0_10_s20d_clean_seed0_job330232,ketchup,41,True,True,51,51,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s42_w0_10_s20d_clean_seed0_job330233,ketchup,42,True,True,58,58,2,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s43_w0_10_s20d_clean_seed0_job330234,ketchup,43,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s44_w0_10_s20d_clean_seed0_job330235,ketchup,44,True,True,62,62,1,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s45_w0_10_s20d_clean_seed0_job330236,ketchup,45,True,True,42,42,3,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s46_w0_10_s20d_clean_seed0_job330237,ketchup,46,True,False,-1,51,1,TEACHER_P_UNAVAILABLE
trace_ketchup_s47_w0_10_s20d_clean_seed0_job330238,ketchup,47,True,True,58,8,6,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s48_w0_10_s20d_clean_seed0_job330239,ketchup,48,True,True,46,46,4,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s49_w0_10_s20d_clean_seed0_job330240,ketchup,49,True,True,57,7,4,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s10_w0_10_s20d_clean_seed0_job330241,milk,10,True,False,-1,11,23,TEACHER_P_UNAVAILABLE
trace_milk_s11_w0_10_s20d_clean_seed0_job330242,milk,11,True,True,57,57,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s12_w0_10_s20d_clean_seed0_job330243,milk,12,True,True,50,50,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s13_w0_10_s20d_clean_seed0_job330244,milk,13,True,False,-1,53,18,TEACHER_P_UNAVAILABLE
trace_milk_s14_w0_10_s20d_clean_seed0_job330245,milk,14,True,False,-1,47,14,TEACHER_P_UNAVAILABLE
trace_milk_s15_w0_10_s20d_clean_seed0_job330246,milk,15,True,True,39,39,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s16_w0_10_s20d_clean_seed0_job330247,milk,16,True,False,-1,5,15,TEACHER_P_UNAVAILABLE
trace_milk_s17_w0_10_s20d_clean_seed0_job330248,milk,17,True,True,65,65,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s18_w0_10_s20d_clean_seed0_job330249,milk,18,True,True,60,49,5,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s19_w0_10_s20d_clean_seed0_job330250,milk,19,True,True,47,47,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s20_w0_10_s20d_clean_seed0_job330251,milk,20,True,True,45,45,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s21_w0_10_s20d_clean_seed0_job330252,milk,21,True,True,60,55,3,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s22_w0_10_s20d_clean_seed0_job330253,milk,22,True,True,45,45,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s23_w0_10_s20d_clean_seed0_job330254,milk,23,True,False,-1,49,9,TEACHER_P_UNAVAILABLE
trace_milk_s24_w0_10_s20d_clean_seed0_job330255,milk,24,True,False,-1,4,17,TEACHER_P_UNAVAILABLE
trace_milk_s25_w0_10_s20d_clean_seed0_job330256,milk,25,True,True,48,48,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s26_w0_10_s20d_clean_seed0_job330257,milk,26,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s27_w0_10_s20d_clean_seed0_job330258,milk,27,True,True,53,53,3,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s28_w0_10_s20d_clean_seed0_job330259,milk,28,True,True,47,47,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s29_w0_10_s20d_clean_seed0_job330260,milk,29,True,False,-1,47,24,TEACHER_P_UNAVAILABLE
trace_milk_s30_w0_10_s20d_clean_seed0_job330261,milk,30,True,True,43,43,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s31_w0_10_s20d_clean_seed0_job330262,milk,31,True,True,40,40,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s32_w0_10_s20d_clean_seed0_job330263,milk,32,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s33_w0_10_s20d_clean_seed0_job330264,milk,33,True,True,79,79,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s34_w0_10_s20d_clean_seed0_job330265,milk,34,True,True,43,43,3,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s35_w0_10_s20d_clean_seed0_job330266,milk,35,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s36_w0_10_s20d_clean_seed0_job330267,milk,36,True,True,51,51,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s37_w0_10_s20d_clean_seed0_job330268,milk,37,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s38_w0_10_s20d_clean_seed0_job330269,milk,38,True,True,51,51,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s39_w0_10_s20d_clean_seed0_job330270,milk,39,True,True,51,6,4,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s40_w0_10_s20d_clean_seed0_job330271,milk,40,True,True,47,47,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s41_w0_10_s20d_clean_seed0_job330272,milk,41,True,True,55,55,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s42_w0_10_s20d_clean_seed0_job330273,milk,42,True,True,62,0,6,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s43_w0_10_s20d_clean_seed0_job330274,milk,43,True,True,46,46,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s44_w0_10_s20d_clean_seed0_job330275,milk,44,True,False,-1,52,19,TEACHER_P_UNAVAILABLE
trace_milk_s45_w0_10_s20d_clean_seed0_job330276,milk,45,True,True,52,52,2,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s46_w0_10_s20d_clean_seed0_job330277,milk,46,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s48_w0_10_s20d_clean_seed0_job330279,milk,48,True,False,-1,44,5,TEACHER_P_UNAVAILABLE
trace_milk_s49_w0_10_s20d_clean_seed0_job330280,milk,49,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s10_w0_10_s20d_clean_seed0_job330281,orange_juice,10,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_orange_juice_s11_w0_10_s20d_clean_seed0_job330282,orange_juice,11,True,True,96,14,3,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s12_w0_10_s20d_clean_seed0_job330283,orange_juice,12,True,True,59,59,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s13_w0_10_s20d_clean_seed0_job330284,orange_juice,13,True,True,58,58,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s14_w0_10_s20d_clean_seed0_job330285,orange_juice,14,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s15_w0_10_s20d_clean_seed0_job330286,orange_juice,15,True,True,40,40,4,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s16_w0_10_s20d_clean_seed0_job330287,orange_juice,16,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s17_w0_10_s20d_clean_seed0_job330288,orange_juice,17,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_orange_juice_s18_w0_10_s20d_clean_seed0_job330289,orange_juice,18,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_orange_juice_s19_w0_10_s20d_clean_seed0_job330290,orange_juice,19,True,True,93,93,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s20_w0_10_s20d_clean_seed0_job330291,orange_juice,20,True,True,203,203,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s21_w0_10_s20d_clean_seed0_job330292,orange_juice,21,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s22_w0_10_s20d_clean_seed0_job330293,orange_juice,22,True,True,129,58,9,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s23_w0_10_s20d_clean_seed0_job330294,orange_juice,23,True,True,91,91,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s24_w0_10_s20d_clean_seed0_job330295,orange_juice,24,True,True,48,48,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s25_w0_10_s20d_clean_seed0_job330296,orange_juice,25,True,True,228,228,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s26_w0_10_s20d_clean_seed0_job330297,orange_juice,26,True,True,55,55,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s27_w0_10_s20d_clean_seed0_job330298,orange_juice,27,True,False,-1,63,21,TEACHER_P_UNAVAILABLE
trace_orange_juice_s28_w0_10_s20d_clean_seed0_job330299,orange_juice,28,True,True,49,49,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s29_w0_10_s20d_clean_seed0_job330300,orange_juice,29,True,True,62,62,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s30_w0_10_s20d_clean_seed0_job330301,orange_juice,30,True,True,63,63,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s31_w0_10_s20d_clean_seed0_job330302,orange_juice,31,True,True,69,39,3,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s32_w0_10_s20d_clean_seed0_job330303,orange_juice,32,True,True,142,142,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s34_w0_10_s20d_clean_seed0_job330305,orange_juice,34,True,True,56,56,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s35_w0_10_s20d_clean_seed0_job330306,orange_juice,35,True,True,53,53,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s36_w0_10_s20d_clean_seed0_job330307,orange_juice,36,True,True,53,53,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s37_w0_10_s20d_clean_seed0_job330308,orange_juice,37,True,True,134,11,15,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s38_w0_10_s20d_clean_seed0_job330309,orange_juice,38,True,False,-1,97,10,TEACHER_P_UNAVAILABLE
trace_orange_juice_s39_w0_10_s20d_clean_seed0_job330310,orange_juice,39,True,True,43,43,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s40_w0_10_s20d_clean_seed0_job330311,orange_juice,40,True,True,61,61,7,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s41_w0_10_s20d_clean_seed0_job330312,orange_juice,41,True,True,57,57,3,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s42_w0_10_s20d_clean_seed0_job330313,orange_juice,42,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_orange_juice_s43_w0_10_s20d_clean_seed0_job330314,orange_juice,43,True,True,66,66,3,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s44_w0_10_s20d_clean_seed0_job330315,orange_juice,44,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s45_w0_10_s20d_clean_seed0_job330316,orange_juice,45,True,True,36,36,2,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s46_w0_10_s20d_clean_seed0_job330317,orange_juice,46,True,True,51,48,5,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s47_w0_10_s20d_clean_seed0_job330318,orange_juice,47,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s48_w0_10_s20d_clean_seed0_job330319,orange_juice,48,True,True,62,56,3,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s49_w0_10_s20d_clean_seed0_job330320,orange_juice,49,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s10_w0_10_s20d_clean_seed0_job330321,salad_dressing,10,True,True,46,46,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s11_w0_10_s20d_clean_seed0_job330322,salad_dressing,11,True,True,59,59,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s12_w0_10_s20d_clean_seed0_job330323,salad_dressing,12,True,True,61,55,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s13_w0_10_s20d_clean_seed0_job330324,salad_dressing,13,True,True,46,46,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s14_w0_10_s20d_clean_seed0_job330325,salad_dressing,14,True,True,63,63,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s15_w0_10_s20d_clean_seed0_job330326,salad_dressing,15,True,True,58,58,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s16_w0_10_s20d_clean_seed0_job330327,salad_dressing,16,True,True,50,50,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s17_w0_10_s20d_clean_seed0_job330328,salad_dressing,17,True,True,49,49,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s18_w0_10_s20d_clean_seed0_job330329,salad_dressing,18,True,False,-1,112,16,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s19_w0_10_s20d_clean_seed0_job330330,salad_dressing,19,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s21_w0_10_s20d_clean_seed0_job330332,salad_dressing,21,True,True,218,48,18,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s23_w0_10_s20d_clean_seed0_job330334,salad_dressing,23,True,True,69,67,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s24_w0_10_s20d_clean_seed0_job330335,salad_dressing,24,True,True,161,81,11,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s25_w0_10_s20d_clean_seed0_job330336,salad_dressing,25,True,True,48,48,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s26_w0_10_s20d_clean_seed0_job330337,salad_dressing,26,True,True,44,44,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s27_w0_10_s20d_clean_seed0_job330338,salad_dressing,27,True,False,-1,59,3,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s28_w0_10_s20d_clean_seed0_job330339,salad_dressing,28,True,True,153,84,19,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s29_w0_10_s20d_clean_seed0_job330340,salad_dressing,29,True,True,57,57,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s30_w0_10_s20d_clean_seed0_job330341,salad_dressing,30,True,True,39,32,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s31_w0_10_s20d_clean_seed0_job330342,salad_dressing,31,True,True,105,66,4,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s32_w0_10_s20d_clean_seed0_job330343,salad_dressing,32,True,False,-1,67,29,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s33_w0_10_s20d_clean_seed0_job330344,salad_dressing,33,True,True,59,59,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s34_w0_10_s20d_clean_seed0_job330345,salad_dressing,34,True,True,121,121,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s37_w0_10_s20d_clean_seed0_job330348,salad_dressing,37,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s38_w0_10_s20d_clean_seed0_job330349,salad_dressing,38,True,True,64,64,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s39_w0_10_s20d_clean_seed0_job330350,salad_dressing,39,True,False,-1,58,3,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s40_w0_10_s20d_clean_seed0_job330351,salad_dressing,40,True,True,50,46,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s41_w0_10_s20d_clean_seed0_job330352,salad_dressing,41,True,True,47,47,1,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s42_w0_10_s20d_clean_seed0_job330353,salad_dressing,42,True,False,-1,68,8,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s43_w0_10_s20d_clean_seed0_job330354,salad_dressing,43,True,True,54,51,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s44_w0_10_s20d_clean_seed0_job330355,salad_dressing,44,True,True,68,68,3,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s45_w0_10_s20d_clean_seed0_job330356,salad_dressing,45,True,False,-1,52,22,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s46_w0_10_s20d_clean_seed0_job330357,salad_dressing,46,True,True,69,69,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s48_w0_10_s20d_clean_seed0_job330359,salad_dressing,48,True,True,68,68,2,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s49_w0_10_s20d_clean_seed0_job330360,salad_dressing,49,True,True,69,69,1,ELIGIBLE_SINGLE_CANDIDATE
trace_tomato_sauce_s10_w0_10_s20d_clean_seed0_job330361,tomato_sauce,10,True,True,54,54,3,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s11_w0_10_s20d_clean_seed0_job330362,tomato_sauce,11,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s12_w0_10_s20d_clean_seed0_job330363,tomato_sauce,12,True,True,68,68,9,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s13_w0_10_s20d_clean_seed0_job330364,tomato_sauce,13,True,True,70,70,4,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s14_w0_10_s20d_clean_seed0_job330365,tomato_sauce,14,True,False,-1,3,33,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s15_w0_10_s20d_clean_seed0_job330366,tomato_sauce,15,True,True,169,56,27,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s16_w0_10_s20d_clean_seed0_job330367,tomato_sauce,16,True,False,-1,129,23,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s17_w0_10_s20d_clean_seed0_job330368,tomato_sauce,17,True,False,-1,4,3,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s18_w0_10_s20d_clean_seed0_job330369,tomato_sauce,18,True,True,70,70,9,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s19_w0_10_s20d_clean_seed0_job330370,tomato_sauce,19,True,True,54,54,3,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s20_w0_10_s20d_clean_seed0_job330371,tomato_sauce,20,True,True,81,81,3,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s22_w0_10_s20d_clean_seed0_job330373,tomato_sauce,22,True,True,64,64,8,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s23_w0_10_s20d_clean_seed0_job330374,tomato_sauce,23,True,True,141,69,2,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s24_w0_10_s20d_clean_seed0_job330375,tomato_sauce,24,True,True,234,39,35,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s25_w0_10_s20d_clean_seed0_job330376,tomato_sauce,25,True,False,-1,10,30,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s26_w0_10_s20d_clean_seed0_job330377,tomato_sauce,26,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE
