file,line,matched_patterns,classification,gate_status,snippet,reason
tables/codex_openvla_official_semantics_findings.csv,13,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F012,legacy_detector_docs,scripts/evaluate_early_grasp_detector.py,LEGACY_QUARANTINE,P1,""Docstring still states raw_gripper<0.5 means OPEN."",""Do not use this detector interpretation without semantic rewrite.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
tables/codex_openvla_official_semantics_findings.csv,14,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F013,legacy_provenance_audit,scripts/diagnostics/audit_prefix_margin_provenance.py,LEGACY_QUARANTINE,P1,""Report text still emits raw_gripper<0.5/env_gripper>0 as OPEN."",""Any reports generated by this script need regeneration after semantic repair.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
tables/codex_openvla_official_semantics_findings.csv,15,RAW_LT_0P5,ALLOWED_LEGACY_QUARANTINE,PASS_WITH_QUARANTINE,"F014,legacy_margin_cache_doc,scripts/diagnostics/export_openvla_clean_policy_margin_cache.py,LEGACY_QUARANTINE,P1,""Embedded markdown says raw_gripper<0.5 is OPEN."",""Do not treat cached open/close margin features as current without rebuild.""","Historical report, legacy script, or non-RC1a diagnostic; not allowed as current Stage-B evidence without rewrite/regeneration."
tables/stageb_full_openvla_alignment_findings.csv,4,GT_0P5;LT_NEG_0P5;RAW_LT_0P5;RAW_GT_0P5;ENV_ACTION6_GT_0P5;ENV_ACTION6_LT_NEG_0P5,ALLOWED_IN_SPEC,PASS,"ALIGN-003,raw_open_close_semantics,PASS_AFTER_PATCH,critical,src/gripper_attack/openvla_libero_exec_spec.py,""OPEN is raw > 0.5; CLOSE is raw < 0.5; env OPEN is env_action_6 < -0.5; env CLOSE is env_action_6 > +0.5."",Reject any current Stage-B code that uses raw >= 0.5 as OPEN.",Executable spec or current alignment report documents canonical/invalid conventions.
tables/stageb_full_openvla_alignment_findings.csv,5,GT_0P5;LT_NEG_0P5;RAW_GT_0P5,ALLOWED_IN_SPEC,PASS,"ALIGN-004,attack_token_region,PASS_AFTER_PATCH,critical,src/gripper_attack/attack_adapter.py,""get_gripper_region_by_decoded_action separates open/close/boundary tokens; OPEN tokens must decode raw > 0.5 and env < -0.5."",Use prefix_locked_gripper_open_margin only with this corrected token region.",Executable spec or current alignment report documents canonical/invalid conventions.
tests/stageb/test_openvla_full_alignment.py,60,LT_NEG_0P5;ENV_ACTION6_LT_NEG_0P5,ALLOWED_IN_TEST,PASS,"""env_action_6 < -0.5"",",Regression test or forbidden-pattern test fixture.
tests/stageb/test_openvla_full_alignment.py,61,GT_0P5;ENV_ACTION6_GT_0P5,ALLOWED_IN_TEST,PASS,"""env_action_6 > 0.5"",",Regression test or forbidden-pattern test fixture.
tests/stageb/test_openvla_full_alignment.py,62,ENV_GRIP_GT_0,ALLOWED_IN_TEST,PASS,"""env_grip > 0"",",Regression test or forbidden-pattern test fixture.
tests/stageb/test_openvla_full_alignment.py,63,ENV_GRIP_LT_0,ALLOWED_IN_TEST,PASS,"""env_grip < 0"",",Regression test or forbidden-pattern test fixture.
tests/stageb/test_openvla_full_alignment.py,65,RAW_LT_0P5,ALLOWED_IN_TEST,PASS,"""raw_gripper < 0.5"",",Regression test or forbidden-pattern test fixture.
tests/stageb/test_pair_label_builder.py,2,LT_NEG_0P5,ALLOWED_IN_TEST,PASS,def is_open(v): return float(v) < -0.5,Regression test or forbidden-pattern test fixture.
