task,task_id,state_id,episode_id,runner_type,success,success_check,success_done,timeout,num_steps,success_step,failure_phase,seed,center_crop,attention_backend,libero_preprocess_backend,postprocess_gripper,deterministic_init_states,state_id_source,source_path,source_confidence,notes
bbq_sauce,3,6,6,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,7,7,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,8,8,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
bbq_sauce,3,9,9,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,0,0,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,1,1,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,2,2,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,3,3,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,4,4,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,5,5,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,6,6,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,7,7,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,8,8,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
ketchup,4,9,9,official_corrected_reconstructed,,,,,,,,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,low,"W45 CSV overwritten, inferred from task SR"
tomato_sauce,5,0,0,official_corrected_reconstructed,True,True,,,218,218,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,1,1,official_corrected_reconstructed,True,True,,,194,194,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,2,2,official_corrected_reconstructed,True,True,,,177,177,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,3,3,official_corrected_reconstructed,True,True,,,150,150,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,4,4,official_corrected_reconstructed,True,True,,,171,171,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,5,5,official_corrected_reconstructed,True,True,,,175,175,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,6,6,official_corrected_reconstructed,True,True,,,158,158,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,7,7,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,8,8,official_corrected_reconstructed,True,True,,,141,141,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
tomato_sauce,5,9,9,official_corrected_reconstructed,True,True,,,149,149,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,0,0,official_corrected_reconstructed,True,True,,,149,149,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,1,1,official_corrected_reconstructed,True,True,,,169,169,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,2,2,official_corrected_reconstructed,True,True,,,167,167,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,3,3,official_corrected_reconstructed,True,True,,,161,161,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,4,4,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,5,5,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,6,6,official_corrected_reconstructed,True,True,,,145,145,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,7,7,official_corrected_reconstructed,True,True,,,158,158,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,8,8,official_corrected_reconstructed,True,True,,,169,169,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
butter,6,9,9,official_corrected_reconstructed,True,True,,,166,166,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,0,0,official_corrected_reconstructed,True,True,,,149,149,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,1,1,official_corrected_reconstructed,True,True,,,132,132,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,2,2,official_corrected_reconstructed,True,True,,,218,218,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,3,3,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,4,4,official_corrected_reconstructed,True,True,,,134,134,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,5,5,official_corrected_reconstructed,True,True,,,250,250,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,6,6,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,7,7,official_corrected_reconstructed,True,True,,,137,137,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,8,8,official_corrected_reconstructed,True,True,,,161,161,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
milk,7,9,9,official_corrected_reconstructed,True,True,,,165,165,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,0,0,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,1,1,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,2,2,official_corrected_reconstructed,True,True,,,164,164,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,3,3,official_corrected_reconstructed,True,True,,,169,169,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,4,4,official_corrected_reconstructed,True,True,,,227,227,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,5,5,official_corrected_reconstructed,True,True,,,166,166,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,6,6,official_corrected_reconstructed,True,True,,,172,172,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,7,7,official_corrected_reconstructed,True,True,,,244,244,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,8,8,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
chocolate_pudding,8,9,9,official_corrected_reconstructed,True,True,,,199,199,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,0,0,official_corrected_reconstructed,True,True,,,226,226,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,1,1,official_corrected_reconstructed,True,True,,,123,123,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,2,2,official_corrected_reconstructed,True,True,,,141,141,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,3,3,official_corrected_reconstructed,True,True,,,133,133,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,4,4,official_corrected_reconstructed,True,True,,,149,149,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,5,5,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,6,6,official_corrected_reconstructed,True,True,,,148,148,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,7,7,official_corrected_reconstructed,True,True,,,135,135,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,8,8,official_corrected_reconstructed,True,True,,,120,120,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
orange_juice,9,9,9,official_corrected_reconstructed,False,False,,,290,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit state_id column; some success values inferred from task SR,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_official_corrected_100_manifest_reconstructed.csv,high,from W26 CSV
alphabet_soup,0,0,0,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,1,1,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,2,2,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,3,3,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,4,4,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,5,5,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,6,6,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,7,7,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,8,8,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
alphabet_soup,0,9,9,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,0,0,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,1,1,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,2,2,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,3,3,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,4,4,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,5,5,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,6,6,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,7,7,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,8,8,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
bbq_sauce,3,9,9,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,0,0,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,1,1,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,2,2,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,3,3,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,4,4,v4_runner_reconstructed,False,False,,,,,no_grasp,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,5,5,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,6,6,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
butter,6,7,7,v4_runner_reconstructed,True,True,,,,,success_libero,0,True,eager,official_pil_lanczos,True,True,explicit run_id/state_id reconstruction,/data/liuyu/outputs/milestone_r2_official_v4_object_alignment_20260526/tables/object_v4_100_manifest_reconstructed.csv,high,from object_full_10x10 summary.csv
